root,course_listing,note,course,title,credits,level,restrictions,section_listing,section_note,section,days,instructor,bldg_and_rm,bldg,rm
root,course_listing,,600-241,SEMINAR: INTRODUCTION TO THE LANGUAGE AND PRACTICE OF MATHEMATICS,3,U,; ; SATISFIES L&S SEMINAR REQUIREMENT. PREREQ: MATH PLACEMENT LEVEL A ; ; NOTE DEPT POLICIES AT HEAD OF DEPT LISTING,section_listing,,Se 002,TR,Guilbault,bldg_and_rm,PHY,120
root,course_listing,,600-241,SEMINAR: INTRODUCTION TO THE LANGUAGE AND PRACTICE OF MATHEMATICS,3,U,; ; SATISFIES L&S SEMINAR REQUIREMENT. PREREQ: MATH PLACEMENT LEVEL A ; ; NOTE DEPT POLICIES AT HEAD OF DEPT LISTING,section_listing,e,Se 003,TR,Bell,bldg_and_rm,EMS,E129
root,course_listing,,600-313,LINEAR PROGRAMMING AND OPTIMIZATION,3,U/G,; ; PREREQ: JR ST; MATH 234(P),section_listing,e,Se 001,TR,Solomon,bldg_and_rm,EMS,E145
root,course_listing,,600-320,INTRODUCTION TO DIFFERENTIAL EQUATIONS,3,U/G,; ; NO GRAD CR IN MATH SCI. PREREQ: JR ST; MATH 233(P) & MATH 234(P),section_listing,,Se 001,TR,Pinter,bldg_and_rm,EMS,W129
root,course_listing,,600-321,VECTOR ANALYSIS,3,U/G,; ; PREREQ: JR ST; MATH 233(P); MATH 234(P) OR ELECENG 234(P),section_listing,,Se 001,TR,Guilbault,bldg_and_rm,CHM,197
root,course_listing,#,600-371,INTRODUCTION TO STOCHASTIC MODELS IN FINANCE,3,U/G,; ; PREREQ: JR ST; ONE OF THE FOLLOWING PAIRS: ECON 431(P) & 506(P), BUS AD 210(P) & 350(P), BUS AD 701(P) & 702(P), OR MATH 234(P) & 361(P), OR EQUIV; OR CONS INSTR,section_listing,,Se 001,MW,Klosek,bldg_and_rm,EMS,E408
root,course_listing,,600-413,INTRODUCTION TO NUMERICAL ANALYSIS,3,U/G,; ; PREREQ: JR ST; MATH 233(C) & 234(C) ; ; ENROL IN LC 400 & EITHER LA 801 OR 802,section_listing,,Lc 400,TR,Schultz,bldg_and_rm,EMS,E220
root,course_listing,,600-413,INTRODUCTION TO NUMERICAL ANALYSIS,3,U/G,; ; PREREQ: JR ST; MATH 233(C) & 234(C) ; ; ENROL IN LC 400 & EITHER LA 801 OR 802,section_listing,,La 801,F,Cheng, D,bldg_and_rm,EMS,E425
root,course_listing,,600-413,INTRODUCTION TO NUMERICAL ANALYSIS,3,U/G,; ; PREREQ: JR ST; MATH 233(C) & 234(C) ; ; ENROL IN LC 400 & EITHER LA 801 OR 802,section_listing,,La 802,F,Cheng, D,bldg_and_rm,EMS,E425
root,course_listing,,600-431,MODERN ALGEBRA WITH APPLICATIONS,3,U/G,; ; DOES NOT CARRY GRAD CR IN MATH SCI. PREREQ: JR ST; MATH 232(P),section_listing,,Se 001,TR,Teply,bldg_and_rm,EMS,E170
root,course_listing,,600-451,AXIOMATIC GEOMETRY,3,U/G,; ; DEPT PERMISSION NECESSARY FOR GRAD CR IN MATH SCI. PREREQ: JR ST; MATH 232(C),section_listing,,Se 001,MW,Moore,bldg_and_rm,EMS,E220
root,course_listing,,600-521,ADVANCED CALCULUS,3,U/G,; ; PREREQ: JR ST; MATH 233(P), 234(P), & 241(P),section_listing,,Se 001,MW,Lee,bldg_and_rm,PHY,230
root,course_listing,,600-535,LINEAR ALGEBRA,3,U/G,; ; PREREQ: JR ST; MATH 233(P), 234(P) & 241(P),section_listing,,Se 001,MW,Zou,bldg_and_rm,EMS,E495
root,course_listing,,600-571,INTRODUCTION TO PROBABILITY MODELS,3,U/G,; (472) PREREQ: JR ST; MATH 233(P); MATH 234(P) OR ELECENG 234(P); ONE COLLEGE LEVEL COURSE IN STATISTICS OR PROBABILITY,section_listing,,Se 001,MW,Key,bldg_and_rm,EMS,E160
root,course_listing,,600-601,ADVANCED ENGINEERING MATHEMATICS I,3,U/G,; ; DOES NOT CARRY CR TOWARD MATH SCI MAJOR OR GRAD CR IN MATH SCI. PREREQ: JR ST; ELECENG 234(P) OR MATH 234(P),section_listing,,Se 001,MWF,Klosek,bldg_and_rm,EMS,E220
root,course_listing,,600-631,MODERN ALGEBRA,3,U/G,; ; PREREQ: JR ST; MATH 234(P); MATH 531(P) OR CONS INSTR,section_listing,,Se 001,TR,Musson,bldg_and_rm,EMS,W129
root,course_listing,,600-701,MATHEMATICAL METHODS IN PHYSICS AND ENGINEERING,3,G,; ; PREREQ: GRAD ST; MATH 322(P), 522(P), OR 622(P); CONS INSTR,section_listing,e,Se 001,MW,Wade,bldg_and_rm,EMS,E495
root,course_listing,,600-709,DIFFERENTIAL GEOMETRY,3,G,; ; PREREQ: GRAD ST; MATH 522(P) OR 622(P),section_listing,,Se 001,MW,Ancel,bldg_and_rm,EMS,E408
root,course_listing,,600-711,THEORY OF FUNCTIONS OF A REAL VARIABLE,3,G,; ; PREREQ: GRAD ST; MATH 522(P) & 551(P); OR MATH 622(P),section_listing,,Se 002,MW,Volkmer,bldg_and_rm,EMS,E129
root,course_listing,,600-713,THEORY OF FUNCTIONS OF A COMPLEX VARIABLE,3,G,; ; PREREQ: GRAD ST; MATH 522(P) OR 621(P),section_listing,,Se 001,MW,Fan,bldg_and_rm,PHY,144
root,course_listing,,600-715,NUMERICAL ANALYSIS,3,G,; ; PREREQ: GRAD ST; MATH 413(P); 521(P) OR 621(P),section_listing,,Se 001,TR,Lin,bldg_and_rm,EMS,W110
root,course_listing,,600-726,INTRODUCTION TO FUNCTIONAL ANALYSIS,3,G,; ; PREREQ: GRAD ST; MATH 522(P) OR 622(P),section_listing,,Se 001,TR,McLeod,bldg_and_rm,EMS,E495
root,course_listing,,600-731,ABSTRACT ALGEBRA,3,G,; ; PREREQ: GRAD ST; MATH 632(P); CONS INSTR,section_listing,,Se 001,TR,Bell,bldg_and_rm,EMS,E220
root,course_listing,,600-753,INTRODUCTION TO ALGEBRAIC TOPOLOGY,3,G,; ; PREREQ: GRAD ST; MATH 632(P); MATH 551(P) OR 751(P) OR CONS INSTR,section_listing,,Se 001,TR,Arnold,bldg_and_rm,EMS,E495
root,course_listing,,600-781,ITERATED MAPS AS DYNAMICAL SYSTEMS,3,G,; ; PREREQ: GRAD ST; MATH 711(P) OR CONS INSTR,section_listing,,Se 001,MW,Brucks,bldg_and_rm,EMS,E160
root,course_listing,,106-100,BLACK REALITY: SURVEY OF AFRICAN-AMERICAN SOCIETY,3,U,; (HU&amp;) PREREQ: NONE,section_listing,,Se 001,MWF,Mbalia, a,bldg_and_rm,MIT,361
root,course_listing,,106-100,BLACK REALITY: SURVEY OF AFRICAN-AMERICAN SOCIETY,3,U,; (HU&amp;) PREREQ: NONE,section_listing,,Se 002,MWF,Rogers,bldg_and_rm,MIT,361
root,course_listing,,106-100,BLACK REALITY: SURVEY OF AFRICAN-AMERICAN SOCIETY,3,U,; (HU&amp;) PREREQ: NONE,section_listing,e,Se 003,TR,Taylor-Boyd,bldg_and_rm,BOL,B40
root,course_listing,,106-100,BLACK REALITY: SURVEY OF AFRICAN-AMERICAN SOCIETY,3,U,; (HU&amp;) PREREQ: NONE,section_listing,,Se 004,TR,Smith,bldg_and_rm,BUS,N120
root,course_listing,,106-100,BLACK REALITY: SURVEY OF AFRICAN-AMERICAN SOCIETY,3,U,; (HU&amp;) PREREQ: NONE,section_listing,e,Se 005,R,Harris-Hodge,bldg_and_rm,MIT,361
root,course_listing,,106-100,BLACK REALITY: SURVEY OF AFRICAN-AMERICAN SOCIETY,3,U,; (HU&amp;) PREREQ: NONE,section_listing,e,Se 006,M,Williams,bldg_and_rm,BOL,B56
root,course_listing,,106-100,BLACK REALITY: SURVEY OF AFRICAN-AMERICAN SOCIETY,3,U,; (HU&amp;) PREREQ: NONE,section_listing,e,Se 007,T,Stricklin,bldg_and_rm,BOL,B40
root,course_listing,,600-819,ADVANCED PARTIAL DIFFERENTIAL EQUATIONS,3,G,; ; PREREQ: GRAD ST; MATH 719(P),section_listing,,Se 001,MWF,Milani,bldg_and_rm,EMS,E160
root,course_listing,,600-841,ADVANCED TOPICS IN ALGEBRA:,3,G,; ; RETAKABLE W/CHG IN TOPIC TO 9 CR MAX. PREREQ: GRAD ST; MATH 732(P); CONS INSTR,section_listing,,Se 001,TR,Zou,bldg_and_rm,EMS,E129
root,course_listing,,601-215,ELEMENTARY STATISTICAL ANALYSIS,3,U,; (NS) PREREQ: MATH PLACEMENT LEVEL B, AB, OR A,section_listing,,Se 001,MW,Omari,bldg_and_rm,EMS,E495
root,course_listing,,601-215,ELEMENTARY STATISTICAL ANALYSIS,3,U,; (NS) PREREQ: MATH PLACEMENT LEVEL B, AB, OR A,section_listing,e,Se 002,MW,Omari,bldg_and_rm,EMS,E145
root,course_listing,,601-361,INTRODUCTION TO MATHEMATICAL STATISTICS, I,3,U/G,; ; NOT RECOM FOR GRAD STUDENTS IN MATH, OR STUDENTS NOT PLANNING TO TAKE 362. PREREQ: JR ST; MATH 233(P),section_listing,,Se 001,MWF,Stockbridge,bldg_and_rm,PHY,144
root,course_listing,,601-562,DESIGN OF EXPERIMENTS,3,U/G,; ; PREREQ: JR ST; MTHSTAT 362(P) & MATH 535(P),section_listing,,Se 001,MW,Beder,bldg_and_rm,PHY,144
root,course_listing,,601-761,MATHEMATICAL STATISTICS,3,G,; ; PREREQ: GRAD ST; MATH 522(C) OR 622(C),section_listing,,Se 001,MW,Brazauskas,bldg_and_rm,EMS,E129
root,course_listing,,612-150,HOW THINGS WORK: UNDERSTANDING TECHNOLOGY,3,U,; (NS+) PREREQ: NONE ; ; ENROL IN LC 401 & ANY LA 801-805. LAB 804 & 805 OPEN TO CEAS STUDENTS ONLY.,section_listing,,Lc 401,MW,Borden,bldg_and_rm,CHM,180
root,course_listing,,612-150,HOW THINGS WORK: UNDERSTANDING TECHNOLOGY,3,U,; (NS+) PREREQ: NONE ; ; ENROL IN LC 401 & ANY LA 801-805. LAB 804 & 805 OPEN TO CEAS STUDENTS ONLY.,section_listing,,La 801,F,Blohowiak,bldg_and_rm,EMS,WB60
root,course_listing,,612-150,HOW THINGS WORK: UNDERSTANDING TECHNOLOGY,3,U,; (NS+) PREREQ: NONE ; ; ENROL IN LC 401 & ANY LA 801-805. LAB 804 & 805 OPEN TO CEAS STUDENTS ONLY.,section_listing,,La 802,T,Milleur,bldg_and_rm,EMS,WB60
root,course_listing,,612-150,HOW THINGS WORK: UNDERSTANDING TECHNOLOGY,3,U,; (NS+) PREREQ: NONE ; ; ENROL IN LC 401 & ANY LA 801-805. LAB 804 & 805 OPEN TO CEAS STUDENTS ONLY.,section_listing,,La 803,R,Hagen,bldg_and_rm,EMS,WB60
root,course_listing,,612-150,HOW THINGS WORK: UNDERSTANDING TECHNOLOGY,3,U,; (NS+) PREREQ: NONE ; ; ENROL IN LC 401 & ANY LA 801-805. LAB 804 & 805 OPEN TO CEAS STUDENTS ONLY.,section_listing,,La 804,M,Zellmer,bldg_and_rm,EMS,WB60
root,course_listing,,612-150,HOW THINGS WORK: UNDERSTANDING TECHNOLOGY,3,U,; (NS+) PREREQ: NONE ; ; ENROL IN LC 401 & ANY LA 801-805. LAB 804 & 805 OPEN TO CEAS STUDENTS ONLY.,section_listing,,La 805,W,Zellmer,bldg_and_rm,EMS,WB60
root,course_listing,,106-102,SURVEY OF AFRICAN-AMERICAN LITERATURE,3,U,; (HU&amp;) PREREQ: NONE,section_listing,e,Se 001,M,Stamper,bldg_and_rm,MIT,361
root,course_listing,,106-102,SURVEY OF AFRICAN-AMERICAN LITERATURE,3,U,; (HU&amp;) PREREQ: NONE,section_listing,,Se 002,MWF,Ritacca,bldg_and_rm,BOL,B84
root,course_listing,,612-301,BASIC ENGINEERING THERMODYNAMICS,3,U,; ; PREREQ: MATH 233(P) & PHYSICS 209(P),section_listing,,Se 001,MWF,Shana,bldg_and_rm,EMS,E225
root,course_listing,,612-301,BASIC ENGINEERING THERMODYNAMICS,3,U,; ; PREREQ: MATH 233(P) & PHYSICS 209(P),section_listing,,Se 002,TR,Kojasoy,bldg_and_rm,PHY,145
root,course_listing,,612-301,BASIC ENGINEERING THERMODYNAMICS,3,U,; ; PREREQ: MATH 233(P) & PHYSICS 209(P),section_listing,e,Se 003,TR,Kojasoy,bldg_and_rm,EMS,W130
root,course_listing,,612-302,APPLIED ENGINEERING THERMODYNAMICS,3,U,; ; PREREQ: MECHENG 301(P),section_listing,,Se 001,MWF,Reisel,bldg_and_rm,EMS,E295
root,course_listing,,612-311,INTRODUCTION TO HEAT TRANSFER,3,U,; ; NOT OPEN FOR CR TO STUDENTS WHO HAVE COMPLETED MECHENG 321(ER). PREREQ: MECHENG 301(P) OR EQUIV, CIV ENG 202(P) OR EQUIV; ELECENG 234(P) ; ; ENROL IN LC 401 & DS 601,section_listing,,Lc 401,TR,Jen,bldg_and_rm,PHY,145
root,course_listing,,612-311,INTRODUCTION TO HEAT TRANSFER,3,U,; ; NOT OPEN FOR CR TO STUDENTS WHO HAVE COMPLETED MECHENG 321(ER). PREREQ: MECHENG 301(P) OR EQUIV, CIV ENG 202(P) OR EQUIV; ELECENG 234(P) ; ; ENROL IN LC 401 & DS 601,section_listing,,Ds 601,F,Gutierrez,bldg_and_rm,EMS,W119
root,course_listing,,612-320,INTRODUCTION TO FLUID MECHANICS,3,U,; ; PREREQ: MECHENG 301(C); ELECENG 234(P) & CIV ENG 202(P),section_listing,,Se 001,MWF,Amano,bldg_and_rm,EMS,E295
root,course_listing,,612-320,INTRODUCTION TO FLUID MECHANICS,3,U,; ; PREREQ: MECHENG 301(C); ELECENG 234(P) & CIV ENG 202(P),section_listing,e,Se 002,MW,Chon,bldg_and_rm,EMS,E225
root,course_listing,,612-321,BASIC HEAT TRANSFER,3,U,; ; NOT OPEN FOR CR TO STUDENTS WHO HAVE COMPLETED MECHENG 311(ER). PREREQ: MECHENG 301(P) & 320(P) ; ; ENROL IN LC 401 & DS 601,section_listing,,Lc 401,TR,Renken,bldg_and_rm,EMS,E190
root,course_listing,,612-321,BASIC HEAT TRANSFER,3,U,; ; NOT OPEN FOR CR TO STUDENTS WHO HAVE COMPLETED MECHENG 311(ER). PREREQ: MECHENG 301(P) & 320(P) ; ; ENROL IN LC 401 & DS 601,section_listing,,Ds 601,F,Milleur,bldg_and_rm,EMS,E190
root,course_listing,#,612-337,MECHANICAL ENGINEERING EXPERIMENTATION,3,U,; ; PREREQ: ELECENG 302(P) & MECHENG 321(P),section_listing,,La 801,M,Chee,bldg_and_rm,EMS,862
root,course_listing,#,612-337,MECHANICAL ENGINEERING EXPERIMENTATION,3,U,; ; PREREQ: ELECENG 302(P) & MECHENG 321(P),section_listing,,La 802,W,Pillai,bldg_and_rm,EMS,862
root,course_listing,#,612-337,MECHANICAL ENGINEERING EXPERIMENTATION,3,U,; ; PREREQ: ELECENG 302(P) & MECHENG 321(P),section_listing,e,La 803,W,Shiu,bldg_and_rm,EMS,862
root,course_listing,#,612-337,MECHANICAL ENGINEERING EXPERIMENTATION,3,U,; ; PREREQ: ELECENG 302(P) & MECHENG 321(P),section_listing,,La 804,F,Pourvash,bldg_and_rm,EMS,862
root,course_listing,,612-360,MECHANICAL DESIGN I,3,U,; ; PREREQ: IND ENG 101(P), COMPSCI 151(P), & CIV ENG 202(P),section_listing,,Se 001,TR,Chee,bldg_and_rm,EMS,E225
root,course_listing,,612-365,MECHANICAL DESIGN II,3,U,; ; PREREQ: IND ENG 101(P) & 210(P); MATLENG 201(P); COMPSCI 151(P); CIV ENG 202(P) & 303(P) ; ; ENROL IN LC 401 & DS 601,section_listing,,Lc 401,MWF,Dhingra,bldg_and_rm,EMS,E225
root,course_listing,,612-365,MECHANICAL DESIGN II,3,U,; ; PREREQ: IND ENG 101(P) & 210(P); MATLENG 201(P); COMPSCI 151(P); CIV ENG 202(P) & 303(P) ; ; ENROL IN LC 401 & DS 601,section_listing,,Ds 601,F,Arora,bldg_and_rm,EMS,E225
root,course_listing,,612-370,COMPUTER AIDED ENGINEERING LABORATORY,3,U,; (460) PREREQ: IND ENG 101(P) & 210(P), COMPSCI 151(P), CIV ENG 202(P) & 303(P), & ELECENG 234(P),section_listing,e,Se 001,TR,Beller,bldg_and_rm,EMS,E250
root,course_listing,,612-394,DESIGN PROJECTS IN MECHANICAL ENGINEERING,3,U,; ; PREREQ: IND ENG 360(C); MECHENG 302(P), 321(P), 360(P), 365(P) & 370(C),section_listing,,Se 001,TR,Perez,bldg_and_rm,EMS,W119
root,course_listing,,612-394,DESIGN PROJECTS IN MECHANICAL ENGINEERING,3,U,; ; PREREQ: IND ENG 360(C); MECHENG 302(P), 321(P), 360(P), 365(P) & 370(C),section_listing,e,Se 002,MW,Price,bldg_and_rm,CHM,199
root,course_listing,,106-111,INTRODUCTION TO AFRICAN-AMERICAN HISTORY TO 1865,3,U,; (SS&amp;) PREREQ: NONE,section_listing,,Se 001,TR,Van Horne,bldg_and_rm,MIT,361
root,course_listing,,106-111,INTRODUCTION TO AFRICAN-AMERICAN HISTORY TO 1865,3,U,; (SS&amp;) PREREQ: NONE,section_listing,,Se 002,MWF,Kirk,bldg_and_rm,MIT,361
root,course_listing,#,612-396,SENIOR DESIGN PROJECT,3,U,; ; PREREQ: IND ENG 360(C); MECHENG 302(P), 321(P), 360(P), 365(P), & 370(P),section_listing,,Se 001,TR,Booth,bldg_and_rm,EMS,E237
root,course_listing,,612-432,INTERNAL COMBUSTION ENGINES,3,U/G,; ; PREREQ: JR ST; MECHENG 302(P),section_listing,,Se 001,MWF,Reisel,bldg_and_rm,EMS,W130
root,course_listing,,612-461,INTERMEDIATE KINEMATICS AND DYNAMICS,3,U/G,; ; PREREQ: JR ST; MECHENG 360(P),section_listing,,Se 001,MWF,Kohli,bldg_and_rm,EMS,E237
root,course_listing,,612-463,INTRODUCTION TO FINITE ELEMENTS,3,U/G,; ; NOT OPEN TO STUDENTS WITH CR IN CIV ENG 463(ER). PREREQ: ELECENG 234(P), CIV ENG 303(P); MECHENG 320(C), 311(C) OR 321(C) ; ; JOINTLY OFFERED WITH CIV ENG 463,section_listing,e,Se 001,MW,Rahman,bldg_and_rm,EMS,E150
root,course_listing,,612-474,INTRODUCTION TO CONTROL SYSTEMS,3,U/G,; ; PREREQ: JR ST; MECHENG 370(P) ; ; ENROL IN LC 401 & ANY LA 801-804,section_listing,,Lc 401,TR,Perez,bldg_and_rm,EMS,E250
root,course_listing,,612-474,INTRODUCTION TO CONTROL SYSTEMS,3,U/G,; ; PREREQ: JR ST; MECHENG 370(P) ; ; ENROL IN LC 401 & ANY LA 801-804,section_listing,,La 801,M,Dantuluri,bldg_and_rm,PHY,B47
root,course_listing,,612-474,INTRODUCTION TO CONTROL SYSTEMS,3,U/G,; ; PREREQ: JR ST; MECHENG 370(P) ; ; ENROL IN LC 401 & ANY LA 801-804,section_listing,,La 802,W,Dantuluri,bldg_and_rm,PHY,B47
root,course_listing,,612-474,INTRODUCTION TO CONTROL SYSTEMS,3,U/G,; ; PREREQ: JR ST; MECHENG 370(P) ; ; ENROL IN LC 401 & ANY LA 801-804,section_listing,e,La 803,M,Dantuluri,bldg_and_rm,PHY,B47
root,course_listing,,612-474,INTRODUCTION TO CONTROL SYSTEMS,3,U/G,; ; PREREQ: JR ST; MECHENG 370(P) ; ; ENROL IN LC 401 & ANY LA 801-804,section_listing,,La 804,R,Dantuluri,bldg_and_rm,PHY,B47
root,course_listing,,612-712,CONVECTION HEAT AND MASS TRANSFER,3,G,; ; PREREQ: GRAD ST; MECHENG 311(P) OR 321(P),section_listing,e,Se 001,W,Jen,bldg_and_rm,EMS,W119
root,course_listing,,612-722,ADVANCED FLUID MECHANICS,3,G,; ; PREREQ: GRAD ST; MECHENG 320(P),section_listing,e,Se 001,M,Amano,bldg_and_rm,EMS,E160
root,course_listing,,612-760,DYNAMIC PROBLEMS IN DESIGN,3,G,; ; PREREQ: GRAD ST; MECHENG 360(P),section_listing,e,Se 001,W,Kim, K,bldg_and_rm,EMS,W109
root,course_listing,,612-762,MECHANICAL SYSTEMS ANALYSIS,3,G,; ; PREREQ: GRAD ST; MECHENG 365(P),section_listing,e,Se 001,M,Dhingra,bldg_and_rm,EMS,E169
root,course_listing,,106-112,INTRODUCTION TO AFRICAN-AMERICAN HISTORY, 1865 TO THE PRESENT,3,U,; (SS&amp;) PREREQ: NONE,section_listing,,Se 001,TR,Van Horne,bldg_and_rm,MIT,361
root,course_listing,,660-001,THEORY FUNDAMENTALS,2,U,; ; PREREQ: MUSIC MAJOR OR CONS INSTR,section_listing,,Se 001,TR,Nelson-Raney,bldg_and_rm,MUS,320
root,course_listing,,660-030,UNIVERSITY BAND,1,U,; ; MUSIC 030 & 031 MAY BE RETAKEN TO COMBINED MAX OF 10 SEM. PREREQ: MUSIC MAJOR,section_listing,,La 960,MW,Alexander,bldg_and_rm,MUS,180
root,course_listing,,660-031,UNIVERSITY BAND,2,U,; (A) MUSIC 030 & 031 MAY BE RETAKEN TO COMBINED MAX OF 10 SEM. PREREQ: NON-MUSIC MAJOR,section_listing,,La 960,MW,Alexander,bldg_and_rm,MUS,180
root,course_listing,,660-040,SYMPHONY BAND,1,U,; ; MUSIC 040 & 041 MAY BE RETAKEN TO COMBINED MAX OF 10 SEM. PREREQ: MUSIC MAJOR, AUDITION; & CONS INSTR,section_listing,,La 961,MFR,Dvorak,bldg_and_rm,MUS,180MUS
root,course_listing,,660-041,SYMPHONY BAND,2,U,; (A) MUSIC 040 & 041 MAY BE RETAKEN TO COMBINED MAX OF 10 SEM. PREREQ: NON-MUSIC MAJOR; AUDITION; & CONS INSTR,section_listing,,La 961,MFR,Dvorak,bldg_and_rm,MUS,180MUS
root,course_listing,,660-042,WIND ENSEMBLE,1,U,; ; MUSIC 042 & 043 'WIND ENSEMBLE' MAY BE RETAKEN TO COMBINED MAX OF 10 SEM. PREREQ: MUSIC MAJOR; AUDITION; & CONS INSTR,section_listing,,La 962,MFW,Dvorak,bldg_and_rm,MUS,180MUS
root,course_listing,,660-043,WIND ENSEMBLE,2,U,; ; MUSIC 042 & 043 'WIND ENSEMBLE' MAY BE RETAKEN TO COMBINED MAX OF 10 SEM. PREREQ: NON-MUSIC MAJOR; AUDITION; & CONS INSTR,section_listing,,La 962,MFW,Dvorak,bldg_and_rm,MUS,180MUS
root,course_listing,,106-121,INTRODUCTION TO AFRICAN-AMERICAN POLITICS,3,U,; (SS&amp;) PREREQ: NONE,section_listing,e,Se 001,W,Gordon,bldg_and_rm,HLT,G90
root,course_listing,,660-082,SYMPHONY ORCHESTRA,2,U,; (A) MUSIC 182 & 082 MAY BE RETAKEN TO COMBINED MAX OF 10 SEM. PREREQ: NON-MUSIC MAJOR; AUDITION; & CONS INSTR,section_listing,,La 973,TRF,Deutsch,bldg_and_rm,MUS,180MUS
root,course_listing,,660-100,INTRODUCTION TO MUSIC LITERATURE,3,U,; (A) PREREQ: NONE,section_listing,,Se 001,TR,Thompson,bldg_and_rm,MUS,175
root,course_listing,,660-101,FUNDAMENTALS OF MUSIC,3,U,; (A) NOT ACCEPTED AS PART OF A MUSIC MAJOR. PREREQ: NONE,section_listing,,Se 001,MWF,TA,bldg_and_rm,MUS,360
root,course_listing,,660-101,FUNDAMENTALS OF MUSIC,3,U,; (A) NOT ACCEPTED AS PART OF A MUSIC MAJOR. PREREQ: NONE,section_listing,,Se 002,MWF,TA,bldg_and_rm,MUS,360
root,course_listing,,660-107,MUSIC CONVOCATION,1@,U,; ; @ ENROL FOR 1 CR; FEE FOR 1 CR ASSESSED. STUDENT SCHEDULE WILL SHOW 1N CR. THIS WILL BE CHANGED TO 0 CR ON GRADE REPORT & PERMANENT RECORD. PREREQ: MUSIC MAJORS ONLY,section_listing,,Se 001,F,Thompson,bldg_and_rm,MUS,175
root,course_listing,,660-108,THE CONCERT EXPERIENCE,2,U,; (A) MAY NOT BE USED AS PART OF THE MUSIC REQUIREMENTS FOR MUSIC MAJORS. PREREQ: NONE,section_listing,,Se 001,WF,Thompson,bldg_and_rm,MUS,320MUS
root,course_listing,,660-123,AURAL THEORY I,1,U,; ; PREREQ: THEORY PLACEMENT EXAM; MUSIC MAJOR; & MUSIC 001(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 125 & 127,section_listing,,Se 001,TR,Burmeister,bldg_and_rm,MUS,230
root,course_listing,,660-123,AURAL THEORY I,1,U,; ; PREREQ: THEORY PLACEMENT EXAM; MUSIC MAJOR; & MUSIC 001(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 125 & 127,section_listing,,Se 002,TR,Burmeister,bldg_and_rm,MUS,230
root,course_listing,,660-123,AURAL THEORY I,1,U,; ; PREREQ: THEORY PLACEMENT EXAM; MUSIC MAJOR; & MUSIC 001(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 125 & 127,section_listing,,Se 003,MF,Burmeister,bldg_and_rm,MUS,230
root,course_listing,,660-124,AURAL THEORY II,1,U,; ; PREREQ: MUSIC 123(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 126 & 128,section_listing,,Se 001,MF,Burmeister,bldg_and_rm,MUS,230
root,course_listing,,660-124,AURAL THEORY II,1,U,; ; PREREQ: MUSIC 123(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 126 & 128,section_listing,,Se 002,TR,Burmeister,bldg_and_rm,MUS,230
root,course_listing,,660-125,KEYBOARD HARMONY I,1,U,; ; PREREQ: THEORY PLACEMENT EXAM; MUSIC MAJOR; & MUSIC 001(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 123 & 127,section_listing,,Se 001,W,Nelson-Raney,bldg_and_rm,MUS,270
root,course_listing,,660-125,KEYBOARD HARMONY I,1,U,; ; PREREQ: THEORY PLACEMENT EXAM; MUSIC MAJOR; & MUSIC 001(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 123 & 127,section_listing,,Se 002,W,Cucunato,bldg_and_rm,MUS,270
root,course_listing,,660-125,KEYBOARD HARMONY I,1,U,; ; PREREQ: THEORY PLACEMENT EXAM; MUSIC MAJOR; & MUSIC 001(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 123 & 127,section_listing,,Se 003,F,Cucunato,bldg_and_rm,MUS,270
root,course_listing,,660-126,KEYBOARD HARMONY II,1,U,; ; PREREQ: MUSIC 125(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 124 & 128,section_listing,,Se 001,W,Nelson-Raney,bldg_and_rm,MUS,270
root,course_listing,,660-126,KEYBOARD HARMONY II,1,U,; ; PREREQ: MUSIC 125(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 124 & 128,section_listing,,Se 002,F,Cucunato,bldg_and_rm,MUS,270
root,course_listing,,660-127,MATERIALS OF THEORY I,1,U,; ; PREREQ: THEORY PLACEMENT EXAM; MUSIC MAJOR; & MUSIC 001(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 123 & 125,section_listing,,Se 001,MF,Heinrichs,bldg_and_rm,MUS,320
root,course_listing,,660-127,MATERIALS OF THEORY I,1,U,; ; PREREQ: THEORY PLACEMENT EXAM; MUSIC MAJOR; & MUSIC 001(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 123 & 125,section_listing,,Se 002,MF,Heinrichs,bldg_and_rm,MUS,320
root,course_listing,,660-127,MATERIALS OF THEORY I,1,U,; ; PREREQ: THEORY PLACEMENT EXAM; MUSIC MAJOR; & MUSIC 001(P) OR EQUIV ; ; MUST ENROL CONC IN SAME SE OF MUSIC 123 & 125,section_listing,,Se 003,MF,Heinrichs,bldg_and_rm,MUS,320
