root,course_listing,note,course,title,credits,level,restrictions,section_listing,section_note,section,days,instructor,hours,start,end
root,course_listing,,448-970,SEMINAR IN MODERN EUROPEAN POLITICAL HISTORY,3,G,; (820) PREREQ: GRAD ST; CONS INSTR,section_listing,e,Se 001,T,Shashko,hours,7:30pm,10:10pm
root,course_listing,#,462-102,COLLEGE WRITING AND RESEARCH,3,U,; ; COUNTS AS A REPEAT OF ENGLISH 102, 112; HONORS 112. PREREQ: SCORE AT LEVEL 3 ON EPT OR GRADE OF C OR BETTER IN ENGLISH 101(P); ADMIS TO HONORS PROG & CONS HONORS PROG DIR ; ; C/NC IS NOT PERMITTED,section_listing,,Se 001,TR,Equitz,hours,12:30pm,1:45pm
root,course_listing,#,462-297,STUDY ABROAD,1-9H,U,; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG & CONS HONORS PROG DIR ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182,section_listing,,Se 101,,Faculty,hours,,To be Arranged
root,course_listing,#,462-497,STUDY ABROAD,1-9H,U,; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG & CONS HONORS PROG DIR ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182,section_listing,,Se 101,,Faculty,hours,,To be Arranged
root,course_listing,,478-101,INTRODUCTION TO LEISURE,3,U,; (HU) PREREQ: NONE ; (928-200) ;,section_listing,,Se 001,TR,Duncan,hours,11:05am,12:20pm
root,course_listing,,478-201,FIELD EXPERIENCE IN KINESIOLOGY,2,U,; (928-280) PREREQ: NONE,section_listing,,Se 001,TR,Kaskey,hours,1:30pm,3:20pm
root,course_listing,,478-211,FIRST AID AND CARDIOPULMONARY RESUSCITATION,2,U,; ; PREREQ: NONE ; ; ENROL IN EITHER LC 401 OR 402 & ANY LA 801-803 OR ENROL IN LC 403 & LA 804,section_listing,,Lc 401,T,Beine,hours,,8:30am
root,course_listing,,478-211,FIRST AID AND CARDIOPULMONARY RESUSCITATION,2,U,; ; PREREQ: NONE ; ; ENROL IN EITHER LC 401 OR 402 & ANY LA 801-803 OR ENROL IN LC 403 & LA 804,section_listing,,Lc 402,T,Beine,hours,,9:30am
root,course_listing,,478-211,FIRST AID AND CARDIOPULMONARY RESUSCITATION,2,U,; ; PREREQ: NONE ; ; ENROL IN EITHER LC 401 OR 402 & ANY LA 801-803 OR ENROL IN LC 403 & LA 804,section_listing,,La 801,W,Beine,hours,,8:30am
root,course_listing,,478-211,FIRST AID AND CARDIOPULMONARY RESUSCITATION,2,U,; ; PREREQ: NONE ; ; ENROL IN EITHER LC 401 OR 402 & ANY LA 801-803 OR ENROL IN LC 403 & LA 804,section_listing,,La 802,W,Beine,hours,,9:30am
root,course_listing,,478-211,FIRST AID AND CARDIOPULMONARY RESUSCITATION,2,U,; ; PREREQ: NONE ; ; ENROL IN EITHER LC 401 OR 402 & ANY LA 801-803 OR ENROL IN LC 403 & LA 804,section_listing,,La 803,R,Beine,hours,,8:30am
root,course_listing,,478-270,STATISTICS IN THE HEALTH PROFESSIONS: THEORY AND PRACTICE,3,U,; ; MAY BE USED TO REPEAT HLTHSCI 207 & HUM KIN 370. PREREQ: MATH PLACEMENT TEST SCORE OF 20 OR MATH PROFICIENCY,section_listing,,Se 001,MW,Cashin,hours,9:30am,10:45am
root,course_listing,#,478-289,SEMINAR IN ATHLETIC TRAINING,1@,U,; ; MUST BE TAKEN BY STUDENT TRAINERS EACH SEM OF PROG; @ ENROL FOR 1 CR; FEE ASSESSED FOR 1 CR. STUDENT SCHEDULE WILL SHOW 1N CR; THIS WILL BE CHANGED TO 0 CR FOR GRADE REPORT & PERMANENT RECORD. PREREQ: ACCEPTANCE INTO ATHLETIC TRAINING PROG,section_listing,,Se 001,F,Beine,hours,11:30am,12:30pm
root,course_listing,#,478-314,RECOGNITION AND EVALUATION OF INJURIES: LOWER EXTREMITY,3,U,; ; PREREQ: HUM KIN 312(P); BIO SCI 202(P) & 203(P); CLASSIFIED KIN; ADMITTED TO ATHLETIC TRAINING PROG, OR CONS INSTR,section_listing,,Se 001,MW,Ochsenwald,hours,11:30am,12:45pm
root,course_listing,#,478-316,RECOGNITION AND EVALUATION OF ATHLETIC INJURIES: HEAD, NECK, AND TRUNK,3,U,; ; PREREQ: BIO SCI 202(P) & 203(P); HUM KIN 312(P), 314(P), & 315(P) OR CONS INSTR,section_listing,,Se 001,MW,Ebersole,hours,12:30pm,1:45pm
root,course_listing,,478-320,BIOMECHANICS,3,U,; ; PREREQ: BIO SCI 203(P), 304(P) ; ; ENROL IN LC 401 & ANY LA 801-807. $10 MATERIALS FEE. PRIORITY WILL BE GIVEN TO STUDENTS CLASSIFIED AS KIN, PPHT, OR OCT,section_listing,,La 801,T,TA,hours,10:30am,12:10pm
root,course_listing,,478-320,BIOMECHANICS,3,U,; ; PREREQ: BIO SCI 203(P), 304(P) ; ; ENROL IN LC 401 & ANY LA 801-807. $10 MATERIALS FEE. PRIORITY WILL BE GIVEN TO STUDENTS CLASSIFIED AS KIN, PPHT, OR OCT,section_listing,,La 802,T,TA,hours,1:30pm,3:10pm
root,course_listing,,478-320,BIOMECHANICS,3,U,; ; PREREQ: BIO SCI 203(P), 304(P) ; ; ENROL IN LC 401 & ANY LA 801-807. $10 MATERIALS FEE. PRIORITY WILL BE GIVEN TO STUDENTS CLASSIFIED AS KIN, PPHT, OR OCT,section_listing,,La 804,R,TA,hours,1:30pm,3:10pm
root,course_listing,,478-320,BIOMECHANICS,3,U,; ; PREREQ: BIO SCI 203(P), 304(P) ; ; ENROL IN LC 401 & ANY LA 801-807. $10 MATERIALS FEE. PRIORITY WILL BE GIVEN TO STUDENTS CLASSIFIED AS KIN, PPHT, OR OCT,section_listing,,La 805,W,TA,hours,8:30am,10:10am
root,course_listing,,478-320,BIOMECHANICS,3,U,; ; PREREQ: BIO SCI 203(P), 304(P) ; ; ENROL IN LC 401 & ANY LA 801-807. $10 MATERIALS FEE. PRIORITY WILL BE GIVEN TO STUDENTS CLASSIFIED AS KIN, PPHT, OR OCT,section_listing,,La 806,W,Acad Staff,hours,10:30am,12:10pm
root,course_listing,#,478-330,EXERCISE PHYSIOLOGY,4,U,; ; PREREQ: BIO SCI 203(P), HUM KIN 230(310)(P) ; ; ENROL IN LC 401 & ANY LA 801-803,section_listing,,Lc 401,MWF,McCole,hours,,8:30am
root,course_listing,#,478-330,EXERCISE PHYSIOLOGY,4,U,; ; PREREQ: BIO SCI 203(P), HUM KIN 230(310)(P) ; ; ENROL IN LC 401 & ANY LA 801-803,section_listing,,La 801,M,Polichnowski,hours,2:30pm,4:10pm
root,course_listing,#,478-330,EXERCISE PHYSIOLOGY,4,U,; ; PREREQ: BIO SCI 203(P), HUM KIN 230(310)(P) ; ; ENROL IN LC 401 & ANY LA 801-803,section_listing,,La 802,W,Polichnowski,hours,2:30pm,4:10pm
root,course_listing,#,478-330,EXERCISE PHYSIOLOGY,4,U,; ; PREREQ: BIO SCI 203(P), HUM KIN 230(310)(P) ; ; ENROL IN LC 401 & ANY LA 801-803,section_listing,,La 803,F,Polichnowski,hours,2:30pm,4:10pm
root,course_listing,#+,216-914,ADVANCED MULTIVARIATE TECHNIQUES IN MANAGEMENT RESEARCH,2,G,; ; PREREQ: GRAD ST; BUS ADM 714; BUS ADM 754 OR 912,section_listing,,Se 001,T,Haas,hours,2:30pm,4:10pm
root,course_listing,#,478-351,SOCIOLOGICAL ASPECTS OF HEALTH AND HUMAN MOVEMENT,3,U,; (SS) PREREQ: SOCIOL 101(P); KINESIOLOGY MAJOR MUST HAVE COMPLETED HUM KIN 270(P) OR CONS INSTR,section_listing,,Se 001,TR,Hasbrook,hours,11:05am,12:20pm
root,course_listing,,478-413,THERAPEUTIC MODALITIES IN ATHLETIC TRAINING,3,U,; ; PREREQ: BIO SCI 203(P) & 304(P); HUM KIN 312(P) & 330(P),section_listing,,Se 001,TR,Labisch,hours,12:30pm,1:45pm
root,course_listing,#,478-460,INTRODUCTION TO MOTOR DEVELOPMENT,3,U,; ; PREREQ: MUST BE CLASSIFIED RCN OR KIN OR CONS INSTR,section_listing,,Se 001,TR,Sander,hours,8:05am,9:20am
root,course_listing,,478-488,PROFESSIONAL PREPARATION SEMINAR,1,U,; (928-488) PREREQ: JR ST OR CONS INSTR,section_listing,,Se 001,T,Weitzer,hours,2:30pm,4:20pm
root,course_listing,,478-530,ADVANCED EXERCISE PHYSIOLOGY,3,U/G,; ; PREREQ: JR ST; MUST HAVE OBTAINED A GRADE OF "C" OR BETTER IN HUM KIN 330(NP); MUST BE CLASSIFIED RCN OR KIN OR CONS INSTR,section_listing,e,Se 001,R,McCole,hours,4:30pm,7:10pm
root,course_listing,,478-550,PSYCHOLOGICAL ASPECTS OF HUMAN MOVEMENT,3,U/G,; ; PREREQ: JR ST; MUST HAVE OBTAINED A GRADE OF "C" OR BETTER IN HUM KIN 350(P) OR CONS INSTR,section_listing,e,Se 001,W,Meyer,hours,4:30pm,7:10pm
root,course_listing,,478-561,CONTROL OF GOAL-DIRECTED VOLUNTARY MOVEMENT,3,U/G,; ; PREREQ: JR ST; MUST HAVE OBTAINED A GRADE OF "C" OR BETTER IN HUM KIN 461(P) OR CONS INSTR,section_listing,e,Se 001,T,Hart,hours,4:30pm,7:10pm
root,course_listing,,478-700,INTRODUCTION TO HUMAN KINETICS,3,G,; ; PREREQ: GRAD ST,section_listing,e,Se 001,M,Meyer,hours,4:30pm,7:10pm
root,course_listing,,478-730,ADVANCED METABOLIC/ENDOCRINE PHYSIOLOGY OF EXERCISE,3,G,; ; PREREQ: GRAD ST; HUM KIN 530,section_listing,e,Se 001,M,Snyder,hours,4:30pm,7:10pm
root,course_listing,,478-762,RESEARCH PRACTICUM IN MOTOR CONTROL,3,G,; ; PREREQ: GRAD ST; HUM KIN 761 OR CONS INSTR,section_listing,e,Se 001,W,Hart,hours,4:30pm,7:10pm
root,course_listing,,478-850,SEMINAR IN PSYCHOLOGICAL ASPECTS OF PHYSICAL ACTIVITY,3,G,; ; MAY BE REPEATED WITH CHANGE IN TOPIC TO MAX OF 6 CR. PREREQ: GRAD ST; HUM KIN 750 OR CONS INSTR,section_listing,,Se 001,T,Meyer,hours,7:30am,10:10am
root,course_listing,,478-870,SEMINAR IN SOCIOLOGICAL ASPECTS OF PHYSICAL ACTIVITY:,3,G,; ; MAY BE REPEATED WITH CHANGE IN TOPIC TO MAX OF 6 CR. PREREQ: GRAD ST; HUM KIN 751 OR CONS INSTR,section_listing,e,Se 001,M,Duncan,hours,4:30pm,7:10pm
root,course_listing,,478-888,CANDIDATE FOR DEGREE,1@,G,; ; @ ENROL FOR 1 CR; FEE FOR 1 CR ASSESSED. STUDENT SCHEDULE WILL SHOW 1N CR; THIS WILL BE CHANGED TO 0 CR ON GRADE REPORT & PERMANENT RECORD. PREREQ: GRAD ST,section_listing,,Se 001,,Faculty,hours,,To be Arranged
root,course_listing,,486-701,INDUSTRIAL AND LABOR RELATIONS,3,G,; ; PREREQ: GRAD ST,section_listing,e,Se 001,M,Bender,hours,6:00pm,8:45pm
root,course_listing,,486-711,LABOR RELATIONS LAW,3,G,; ; PREREQ: GRAD ST,section_listing,e,Se 001,R,Levy,hours,6:00pm,8:45pm
root,course_listing,,486-717,EMPLOYEE BENEFITS,3,G,; ; PREREQ: GRAD ST; ECON 753(R); IND REL 712(R),section_listing,e,Se 001,W,Davidson,hours,6:00pm,8:45pm
root,course_listing,,486-888,CANDIDATE FOR DEGREE,1@,G,; ; @ ENROL FOR 1 CR; FEE FOR 1 CR ASSESSED. STUDENT SCHEDULE WILL SHOW 1N CR; THIS WILL BE CHANGED TO 0 CR FOR GRADE REPORT & PERMANENT RECORD. PREREQ: GRAD ST,section_listing,,Se 001,,Hewitt,hours,,To be Arranged
root,course_listing,,486-921,INTERNSHIP IN INDUSTRIAL RELATIONS,1-6,G,; ; PREREQ: GRAD ST; 8 CR IN MHRLR PROG COMPLETED,section_listing,,Se 001,,Hewitt,hours,,To be Arranged
root,course_listing,,103-517,INTRODUCTION TO ADULT EDUCATION PRACTICE,3,U/G,; ; PREREQ: JR ST,section_listing,,Se 001,T,Dudka,hours,1:30pm,4:10pm
root,course_listing,,490-101,FUNDAMENTALS OF GRAPHICS,3,U,; ; PREREQ: MATH PLACEMENT TEST CODE OF 20 OR MATH 105(C),section_listing,,Se 002,MW,Abu-Zahra, H.,hours,10:30am,12:20pm
root,course_listing,,490-101,FUNDAMENTALS OF GRAPHICS,3,U,; ; PREREQ: MATH PLACEMENT TEST CODE OF 20 OR MATH 105(C),section_listing,,Se 003,TR,Beller,hours,10:30am,12:20pm
root,course_listing,,490-101,FUNDAMENTALS OF GRAPHICS,3,U,; ; PREREQ: MATH PLACEMENT TEST CODE OF 20 OR MATH 105(C),section_listing,e,Se 004,MW,Balmer,hours,5:30pm,7:20pm
root,course_listing,,490-210,INTRODUCTION TO DESIGN TECHNIQUES,3,U,; ; PREREQ: SOPH ST,section_listing,,Se 001,MW,Seifoddini, M.,hours,3:30pm,5:20pm
root,course_listing,,490-210,INTRODUCTION TO DESIGN TECHNIQUES,3,U,; ; PREREQ: SOPH ST,section_listing,e,Se 002,MW,Seifoddini, M.,hours,5:30pm,7:20pm
root,course_listing,,490-210,INTRODUCTION TO DESIGN TECHNIQUES,3,U,; ; PREREQ: SOPH ST,section_listing,e,Se 003,TR,Omari,hours,4:30pm,6:20pm
root,course_listing,,490-350,MANUFACTURING PROCESSES,3,U,; ; PREREQ: MATLENG 201(P),section_listing,e,Se 001,TR,Abu-Zahra, N.,hours,4:30pm,5:45pm
root,course_listing,,490-360,ENGINEERING ECONOMIC ANALYSIS,3,U,; ; PREREQ: JR ST,section_listing,e,Se 001,MW,Saxena,hours,5:30pm,6:45pm
root,course_listing,,490-360,ENGINEERING ECONOMIC ANALYSIS,3,U,; ; PREREQ: JR ST,section_listing,,Se 002,TR,Garg,hours,2:05pm,3:20pm
root,course_listing,,490-370,INTRODUCTION TO INDUSTRIAL & MANUFACTURING ENGINEERING,3,U,; ; PREREQ: JR ST,section_listing,,Se 001,MW,Saxena,hours,3:30pm,4:45pm
root,course_listing,,490-455,BASIC OPTIMIZATION TECHNIQUES,3,U/G,; ; PREREQ: JR ST; ELECENG 234(P),section_listing,,Se 001,TR,Patel,hours,11:05am,12:20pm
root,course_listing,,490-465,OPERATIONS ANALYSIS,3,U/G,; ; PREREQ: JR ST; IND ENG 467(P) OR EQUIV COURSE IN STATISTICS,section_listing,e,Se 001,TR,Chang,hours,4:30pm,5:45pm
root,course_listing,,490-467,INTRODUCTORY STATISTICS FOR PHYSICAL SCIENCES AND ENGINEERING STUDENTS,3,U/G,; ; NOT OPEN TO STUDENTS WITH CR IN MTHSTAT 467. PREREQ: JR ST; MATH 233(P) OR EQUIV,section_listing,e,Se 001,TR,Patel,hours,7:00pm,8:15pm
root,course_listing,,490-467,INTRODUCTORY STATISTICS FOR PHYSICAL SCIENCES AND ENGINEERING STUDENTS,3,U/G,; ; NOT OPEN TO STUDENTS WITH CR IN MTHSTAT 467. PREREQ: JR ST; MATH 233(P) OR EQUIV,section_listing,e,Se 002,TR,Seifoddini, H.,hours,4:30pm,5:45pm
root,course_listing,,490-470,METHODS ENGINEERING,3,U/G,; ; PREREQ: JR ST; IND ENG 360(P),section_listing,e,Se 001,T,Khan,hours,7:00pm,9:40pm
root,course_listing,,490-575,DESIGN OF EXPERIMENTS,3,U/G,; ; PREREQ: SR ST; IND ENG 467 OR EQUIV,section_listing,,Se 001,TR,Chang,hours,12:30pm,1:45pm
root,course_listing,,490-585,DESIGN OF PRODUCTION SYSTEMS,3,U/G,; ; PREREQ: SR ST; IND ENG 370(C), 450(C), 455(C), 465(C), 470(C),section_listing,,Se 001,TR,Seifoddini, H.,hours,9:30am,10:45am
root,course_listing,,490-740,INTELLIGENT MANUFACTURING SYSTEMS,3,G,; ; PREREQ: GRAD ST; IND ENG 450(P) OR CONS INSTR,section_listing,e,Se 001,W,Lee,hours,6:30pm,9:10pm
root,course_listing,,490-783,ADVANCED ERGONOMICS - UPPER EXTREMITY,3,G,; ; PREREQ: GRAD ST; IND ENG 580(P); A COURSE IN ANATOMY & PHYSIOLOGY OR CONS INSTR,section_listing,e,Se 001,M,Garg,hours,5:30pm,8:10pm
root,course_listing,,504-297,STUDY ABROAD,1-12,U,; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182,section_listing,,Se 101,,Faculty,hours,,To be Arranged
root,course_listing,#,504-450,INTERNSHIP IN INTERNATIONAL STUDIES,2-6,U,; ; RETAKABLE TO 6 CR MAX. CR/NO CR ONLY; AUDIT NOT PERMITTED. PREREQ: JR OR SR ST; GPA OF 3.0; WRIT CONS PROG COORD,section_listing,,Se 001,,Banda,hours,,To be Arranged
root,course_listing,,504-497,STUDY ABROAD,1-12,U,; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182,section_listing,,Se 101,,Faculty,hours,,To be Arranged
root,course_listing,,508-103,FIRST SEMESTER ITALIAN,4,U,; ; STUDENTS ARE REQUIRED TO SPEND AN ADDITIONAL HR EACH WEEK IN THE LANGUAGE LAB IN ORAL DRILL & COMPREHENSION. COUNTS AS REPEAT OF ITALIAN 113. PREREQ: NONE ; ; ENROL IN SE & LA WITH CORRESPONDING NUMBER. EXAMPLE: SE 001 ENROL IN LA 801,section_listing,,Se 001,MTRF,Milli,hours,,9:30am
root,course_listing,,508-103,FIRST SEMESTER ITALIAN,4,U,; ; STUDENTS ARE REQUIRED TO SPEND AN ADDITIONAL HR EACH WEEK IN THE LANGUAGE LAB IN ORAL DRILL & COMPREHENSION. COUNTS AS REPEAT OF ITALIAN 113. PREREQ: NONE ; ; ENROL IN SE & LA WITH CORRESPONDING NUMBER. EXAMPLE: SE 001 ENROL IN LA 801,section_listing,,Se 002,MTRF,Bernacchi,hours,,11:30am
root,course_listing,,508-103,FIRST SEMESTER ITALIAN,4,U,; ; STUDENTS ARE REQUIRED TO SPEND AN ADDITIONAL HR EACH WEEK IN THE LANGUAGE LAB IN ORAL DRILL & COMPREHENSION. COUNTS AS REPEAT OF ITALIAN 113. PREREQ: NONE ; ; ENROL IN SE & LA WITH CORRESPONDING NUMBER. EXAMPLE: SE 001 ENROL IN LA 801,section_listing,,La 801,W,Milli,hours,,9:30am
root,course_listing,,508-103,FIRST SEMESTER ITALIAN,4,U,; ; STUDENTS ARE REQUIRED TO SPEND AN ADDITIONAL HR EACH WEEK IN THE LANGUAGE LAB IN ORAL DRILL & COMPREHENSION. COUNTS AS REPEAT OF ITALIAN 113. PREREQ: NONE ; ; ENROL IN SE & LA WITH CORRESPONDING NUMBER. EXAMPLE: SE 001 ENROL IN LA 801,section_listing,,La 802,W,Bernacchi,hours,,11:30am
root,course_listing,,103-587,PROGRAMMING FOR ADULT VOCATIONAL LEARNERS WITH SPECIAL NEEDS,3,U/G,; ; PREREQ: JR ST,section_listing,e,Se 001,M,Davis-Harrison,hours,4:30pm,7:10pm
root,course_listing,,508-203,THIRD SEMESTER ITALIAN,3,U,; ; PREREQ: ITALIAN 104(P) OR PLACEMENT ; ; L&S CREDIT FOR EQUIVALENT PREPARATION,section_listing,,Se 001,MWF,Pickeringiazzi,hours,,10:30am
root,course_listing,,508-297,STUDY ABROAD,1-12,U,; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182,section_listing,,Se 101,,Faculty,hours,,To be Arranged
root,course_listing,,508-312,CONTEMPORARY ITALIAN LANGUAGE AND CULTURE,3,U,; (HU) RETAKABLE TO 6 CR MAX. PREREQ: ITALIAN 204(P) OR CONS DEPT CHAIR ; ; L&S CREDIT BY EQUIVALENT PREPARATION,section_listing,,Se 001,MWF,Pickeringiazzi,hours,,11:30am
root,course_listing,,508-497,STUDY ABROAD,1-12,U,; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182,section_listing,,Se 101,,Faculty,hours,,To be Arranged
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Lc 400,TR,Oren,hours,,9:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 601,T,Anderson,hours,,10:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 602,T,TA,hours,,10:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 603,T,Pikuleff,hours,,10:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 604,W,Anderson,hours,,9:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 605,W,TA,hours,,9:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 606,W,Pikuleff,hours,,9:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 607,W,Anderson,hours,,10:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 608,W,TA,hours,,10:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 609,W,Pikuleff,hours,,10:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 610,W,Anderson,hours,,11:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 611,W,TA,hours,,11:30am
root,course_listing,#,584-101,INTRODUCTION TO MASS MEDIA,3,U,; (SS) PREREQ: NONE ; (151) ENROL IN LC 400 & ANY DS 601-612,section_listing,,Ds 612,W,Pikuleff,hours,,11:30am
root,course_listing,,584-142,TELEVISION AND RADIO IN AMERICAN SOCIETY,3,U,; (SS) NOT OPEN FOR CR TO STUDENTS WHO HAVE CR IN MASSCOM 250. PREREQ: NONE,section_listing,,Se 001,TR,Zoromski,hours,12:30pm,1:45pm
root,course_listing,#,584-201,MEDIA WRITING,3,U,; ; NOT OPEN FOR CR TO STUDENTS WITH CR IN MASSCOM 299 WITH SAME TITLE ("MEDIA WRITING"). PREREQ: SCORE OF AT LEAST 3 ON EPT OR GRADE OF AT LEAST B- IN EITHER ENGLISH 101(P) OR 112(P) ; ; ENROL IN LC 400 & ANY LA 801-810,section_listing,,Lc 400,M,Magowan,hours,,10:30am
root,course_listing,#,584-201,MEDIA WRITING,3,U,; ; NOT OPEN FOR CR TO STUDENTS WITH CR IN MASSCOM 299 WITH SAME TITLE ("MEDIA WRITING"). PREREQ: SCORE OF AT LEAST 3 ON EPT OR GRADE OF AT LEAST B- IN EITHER ENGLISH 101(P) OR 112(P) ; ; ENROL IN LC 400 & ANY LA 801-810,section_listing,,La 801,M,Lauters,hours,11:30am,1:20pm
root,course_listing,#,584-201,MEDIA WRITING,3,U,; ; NOT OPEN FOR CR TO STUDENTS WITH CR IN MASSCOM 299 WITH SAME TITLE ("MEDIA WRITING"). PREREQ: SCORE OF AT LEAST 3 ON EPT OR GRADE OF AT LEAST B- IN EITHER ENGLISH 101(P) OR 112(P) ; ; ENROL IN LC 400 & ANY LA 801-810,section_listing,,La 802,M,Hutt,hours,11:30am,1:20pm
root,course_listing,#,584-201,MEDIA WRITING,3,U,; ; NOT OPEN FOR CR TO STUDENTS WITH CR IN MASSCOM 299 WITH SAME TITLE ("MEDIA WRITING"). PREREQ: SCORE OF AT LEAST 3 ON EPT OR GRADE OF AT LEAST B- IN EITHER ENGLISH 101(P) OR 112(P) ; ; ENROL IN LC 400 & ANY LA 801-810,section_listing,,La 803,M,Magowan,hours,1:30pm,3:20pm
root,course_listing,#,584-201,MEDIA WRITING,3,U,; ; NOT OPEN FOR CR TO STUDENTS WITH CR IN MASSCOM 299 WITH SAME TITLE ("MEDIA WRITING"). PREREQ: SCORE OF AT LEAST 3 ON EPT OR GRADE OF AT LEAST B- IN EITHER ENGLISH 101(P) OR 112(P) ; ; ENROL IN LC 400 & ANY LA 801-810,section_listing,,La 804,T,Lauters,hours,12:30pm,2:20pm
root,course_listing,#,584-201,MEDIA WRITING,3,U,; ; NOT OPEN FOR CR TO STUDENTS WITH CR IN MASSCOM 299 WITH SAME TITLE ("MEDIA WRITING"). PREREQ: SCORE OF AT LEAST 3 ON EPT OR GRADE OF AT LEAST B- IN EITHER ENGLISH 101(P) OR 112(P) ; ; ENROL IN LC 400 & ANY LA 801-810,section_listing,,La 805,T,Lauters,hours,2:30pm,4:20pm
root,course_listing,#,584-201,MEDIA WRITING,3,U,; ; NOT OPEN FOR CR TO STUDENTS WITH CR IN MASSCOM 299 WITH SAME TITLE ("MEDIA WRITING"). PREREQ: SCORE OF AT LEAST 3 ON EPT OR GRADE OF AT LEAST B- IN EITHER ENGLISH 101(P) OR 112(P) ; ; ENROL IN LC 400 & ANY LA 801-810,section_listing,,La 806,W,Ochal,hours,9:30am,11:20am
root,course_listing,#,584-201,MEDIA WRITING,3,U,; ; NOT OPEN FOR CR TO STUDENTS WITH CR IN MASSCOM 299 WITH SAME TITLE ("MEDIA WRITING"). PREREQ: SCORE OF AT LEAST 3 ON EPT OR GRADE OF AT LEAST B- IN EITHER ENGLISH 101(P) OR 112(P) ; ; ENROL IN LC 400 & ANY LA 801-810,section_listing,,La 807,W,Ochal,hours,11:30am,1:20pm
root,course_listing,#,584-201,MEDIA WRITING,3,U,; ; NOT OPEN FOR CR TO STUDENTS WITH CR IN MASSCOM 299 WITH SAME TITLE ("MEDIA WRITING"). PREREQ: SCORE OF AT LEAST 3 ON EPT OR GRADE OF AT LEAST B- IN EITHER ENGLISH 101(P) OR 112(P) ; ; ENROL IN LC 400 & ANY LA 801-810,section_listing,,La 808,W,Hutt,hours,11:30am,1:20pm
