table,table ID,T,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT
table,orders,T,18274,272,F,16172.32,1993-09-15,5-LOW,Clerk#000000678,0,fluffily even packages above the regular theodolites
table,orders,T,18275,206,F,209650.53,1992-01-11,5-LOW,Clerk#000000424,0,express escapades are blithely. bol
table,orders,T,18276,1129,O,248032.90,1996-12-30,3-MEDIUM,Clerk#000000932,0,slyly ironic ideas around the furiously even packages sleep
table,orders,T,18277,481,O,115652.48,1998-03-03,4-NOT SPECIFIED,Clerk#000000154,0,slyly special deposits wake. blithely unusual 
table,orders,T,18278,845,O,34912.16,1996-03-20,4-NOT SPECIFIED,Clerk#000000363,0,furiously special ideas affix. packages sublate slowly. even, p
table,orders,T,18279,334,F,185640.10,1994-02-27,3-MEDIUM,Clerk#000000915,0,final, ironic accoun
table,orders,T,18304,1426,F,304078.71,1992-07-08,2-HIGH,Clerk#000000585,0,slyly regular platelets cajole after
table,orders,T,18305,1066,O,116022.68,1997-08-17,3-MEDIUM,Clerk#000000605,0,fluffily ironic packages must haggle after the ev
table,orders,T,18306,796,O,56184.43,1996-06-06,5-LOW,Clerk#000000333,0,ironically regular pinto beans are slyly regularly final pinto be
table,orders,T,18307,10,F,158346.75,1993-02-03,5-LOW,Clerk#000000033,0,ironic deposits wake blithely above the 
table,orders,T,18308,778,F,218514.66,1994-10-10,4-NOT SPECIFIED,Clerk#000000315,0,final pinto beans after the regular dependencies haggle slyly carefully unusu
table,orders,T,18309,434,O,51954.58,1996-02-13,5-LOW,Clerk#000000985,0,accounts along the deposits cajole furiously even foxes. bold requests prin
table,orders,T,18310,1324,F,3389.08,1993-06-12,1-URGENT,Clerk#000000327,0,carefully even deposits sleep slyly. blithely final instructions cajo
table,orders,T,18311,181,O,136099.49,1998-03-20,4-NOT SPECIFIED,Clerk#000000734,0,furiously ironic packages except the pinto beans 
table,orders,T,18336,763,F,156603.36,1994-04-25,4-NOT SPECIFIED,Clerk#000000840,0,carefully regular ideas use idly. fur
table,orders,T,18337,1453,F,80326.65,1994-02-26,1-URGENT,Clerk#000000889,0,blithely regular accounts are furiously pinto beans. ste
table,orders,T,18338,1331,F,246235.10,1994-05-18,3-MEDIUM,Clerk#000000928,0,boldly ironic packages use carefully about the regul
table,orders,T,18339,692,O,54697.21,1997-11-03,1-URGENT,Clerk#000000046,0,regular, ironic accounts whithout the pinto beans cajole
table,orders,T,18340,844,O,238778.86,1995-06-18,3-MEDIUM,Clerk#000000700,0,ironically ironic foxes boost quickly ironic packages. blithely regular somas
table,orders,T,18341,1183,F,52244.90,1993-07-19,1-URGENT,Clerk#000000423,0,enticing, regular e
table,orders,T,18342,949,O,185178.92,1996-11-19,1-URGENT,Clerk#000000014,0,asymptotes after th
table,orders,T,18343,1009,O,11283.59,1998-04-08,3-MEDIUM,Clerk#000000724,0,platelets boost slyly unusual gifts. quic
table,orders,T,18368,169,F,72408.01,1992-12-01,4-NOT SPECIFIED,Clerk#000000848,0,blithe foxes nag furiously furiously regul
table,orders,T,18369,532,O,44794.49,1998-01-26,2-HIGH,Clerk#000000509,0,slyly pending packages wake furiously alongside of the fluffily special instru
table,orders,T,18370,49,F,132889.48,1995-01-14,5-LOW,Clerk#000000208,0,final requests according to the slyly even theodolites cajole fluffily bo
table,orders,T,18371,349,F,42060.09,1994-09-19,3-MEDIUM,Clerk#000000066,0,express, regular accounts promise furiously along th
table,orders,T,18372,946,O,136967.99,1995-10-18,2-HIGH,Clerk#000000050,0,even requests are furiously carefully ironic
table,orders,T,18373,208,F,7474.10,1992-04-13,1-URGENT,Clerk#000000427,0,furiously ironic foxes among the deposits cajole quickly above the furiously
table,orders,T,18374,1442,F,142266.41,1992-10-01,5-LOW,Clerk#000000354,0,unusual, unusual ideas poach carefully ironic dolphins. daring, ironi
table,orders,T,18375,599,O,141948.32,1995-09-23,5-LOW,Clerk#000000508,0,slyly dogged packages sleep quickly alongside of the
table,orders,T,18400,856,O,127969.78,1995-12-07,4-NOT SPECIFIED,Clerk#000000771,0,slyly express foxes among the furiously final pinto beans should maintain d
table,orders,T,18401,1210,O,75236.22,1996-10-05,3-MEDIUM,Clerk#000000415,0,express requests wake ironic
table,orders,T,18402,910,F,273368.68,1994-08-30,5-LOW,Clerk#000000698,0,bold platelets behind the quickly fin
table,orders,T,18403,1247,O,78273.51,1996-11-03,1-URGENT,Clerk#000000139,0,blithely bold accounts run slyly around the blithe
table,orders,T,18404,418,O,41192.34,1998-04-02,4-NOT SPECIFIED,Clerk#000000117,0,carefully final accounts across the carefully express dependencies are ca
table,orders,T,18405,976,F,179399.51,1994-01-08,3-MEDIUM,Clerk#000000017,0,requests should hav
table,orders,T,18406,620,F,73456.61,1994-04-15,2-HIGH,Clerk#000000633,0,carefully regular requests wake. slyly
table,orders,T,18407,916,F,25505.35,1992-10-23,2-HIGH,Clerk#000000995,0,packages hinder among the fur
table,orders,T,18432,1352,F,246330.37,1995-03-13,2-HIGH,Clerk#000000065,0,regular, silent deposits sleep caref
table,orders,T,18433,163,O,129815.16,1998-04-15,4-NOT SPECIFIED,Clerk#000000573,0,blithely express instructions may sleep carefully
table,orders,T,18434,985,O,134633.55,1997-07-03,5-LOW,Clerk#000000245,0,requests are permanently according to 
table,orders,T,18435,7,O,181756.27,1996-03-16,5-LOW,Clerk#000000988,0,blithely regular deposits believe carefully according to the carefully fina
table,orders,T,18436,1315,O,156749.21,1995-12-08,5-LOW,Clerk#000000847,0,slyly even accounts about the s
table,orders,T,18437,898,F,31346.71,1994-05-22,5-LOW,Clerk#000000033,0,carefully unusual ins
table,orders,T,18438,844,O,265176.00,1996-08-05,2-HIGH,Clerk#000000725,0,stealthy platelets haggle a
table,orders,T,18439,1315,O,248110.94,1998-06-07,1-URGENT,Clerk#000000577,0,quickly careful pinto beans sleep carefully. r
table,orders,T,18464,1313,F,151597.68,1992-03-29,2-HIGH,Clerk#000000633,0,quickly unusual instructions sleep close
table,orders,T,18465,1378,F,198232.02,1993-04-16,2-HIGH,Clerk#000000100,0,furiously regular instructions after the even requests
table,orders,T,18466,1123,F,202306.18,1992-05-22,5-LOW,Clerk#000000919,0,ideas cajole furiously unusual deposits. accounts wake quickly quickly b
table,orders,T,18467,854,F,11099.08,1992-12-05,5-LOW,Clerk#000000034,0,fluffily regular packages sleep. regular, unusual dep
table,orders,T,18468,1417,F,121756.25,1993-12-09,1-URGENT,Clerk#000000832,0,unusual platelets along the requests wake
table,orders,T,18469,1015,O,160122.54,1998-06-26,4-NOT SPECIFIED,Clerk#000000550,0,slyly regular ideas boost furiously furiously regular foxes. slyly st
table,orders,T,18470,1391,O,111829.87,1998-03-25,3-MEDIUM,Clerk#000000296,0,silent accounts cajole carefully f
table,orders,T,18471,217,F,239226.82,1994-02-20,4-NOT SPECIFIED,Clerk#000000334,0,courts are carefully. carefully express courts w
table,orders,T,18496,65,F,149265.96,1994-05-16,2-HIGH,Clerk#000000471,0,slyly regular deposits use! slyly regular dependencies mold
table,orders,T,18497,838,O,58125.20,1997-06-15,1-URGENT,Clerk#000000670,0,express frays promise f
table,orders,T,18498,184,O,137898.67,1996-11-15,4-NOT SPECIFIED,Clerk#000000421,0,carefully pending theodolites engage slyly. carefully b
table,orders,T,18499,1255,O,82058.53,1997-06-28,2-HIGH,Clerk#000000993,0,slyly ironic pinto beans cajole carefully above the unusual patter
table,orders,T,18500,88,F,172210.73,1992-02-12,3-MEDIUM,Clerk#000000084,0,slyly regular instructions integrate carefully regular dependencies. 
table,orders,T,18501,1066,O,49459.99,1996-12-07,2-HIGH,Clerk#000000797,0,slyly express foxes nag carefully according to the quickly regular
table,orders,T,18502,1192,O,118614.58,1997-01-24,1-URGENT,Clerk#000000890,0,accounts boost. blithely even pinto beans boost alongside of the slyly
table,orders,T,18503,1142,P,267814.71,1995-05-06,4-NOT SPECIFIED,Clerk#000000619,0,pinto beans are ironic instructions. even courts haggle q
table,orders,T,18528,898,P,230497.20,1995-05-01,1-URGENT,Clerk#000000154,0,furiously regular theodolites cajole carefully final packages. furiously i
table,orders,T,18529,1255,O,55360.23,1996-08-25,4-NOT SPECIFIED,Clerk#000000473,0,furiously bold accounts affix fur
table,orders,T,18530,1472,F,111217.98,1995-01-01,4-NOT SPECIFIED,Clerk#000000420,0,furiously furious packages cajole carefully against the carefully regular d
table,orders,T,18531,367,F,50540.92,1992-10-30,1-URGENT,Clerk#000000527,0,furiously daring packages poach fluffily. quickly
table,orders,T,18532,1043,O,213720.01,1995-10-21,4-NOT SPECIFIED,Clerk#000000889,0,carefully regular requests are along t
table,orders,T,18533,1489,F,130840.40,1994-11-07,4-NOT SPECIFIED,Clerk#000000485,0,furiously final platelets
table,orders,T,18534,1225,O,82504.37,1995-12-31,5-LOW,Clerk#000000185,0,special requests was closely. ideas lose qu
table,orders,T,18535,1042,O,75105.90,1996-08-03,2-HIGH,Clerk#000000209,0,blithely ironic packages cajole quickly regular Tiresias. reg
table,orders,T,18560,1411,F,54223.61,1993-08-14,3-MEDIUM,Clerk#000000840,0,pending, unusual pinto beans about the carefully ex
table,orders,T,18561,364,F,213924.51,1994-01-10,4-NOT SPECIFIED,Clerk#000000334,0,even deposits cajole evenly final, bold requ
table,orders,T,18562,418,O,77730.47,1995-12-21,1-URGENT,Clerk#000000977,0,even epitaphs are b
table,orders,T,18563,364,O,156419.69,1996-10-04,1-URGENT,Clerk#000000729,0,furiously regular deposits poach furious
table,orders,T,18564,221,O,191610.45,1996-03-18,2-HIGH,Clerk#000000955,0,carefully bold foxes cajole furiously among the packages-- blithely pending d
table,orders,T,18565,1387,F,58510.19,1992-11-05,5-LOW,Clerk#000000820,0,final, ironic instructions according to the b
table,orders,T,18566,239,O,127688.83,1996-07-20,5-LOW,Clerk#000000766,0,accounts use. requests haggle. blithely ironic packages haggl
table,orders,T,18567,1034,O,69994.55,1997-02-10,5-LOW,Clerk#000000891,0,quickly special requests affix. i
table,orders,T,18592,680,F,193894.85,1992-10-01,1-URGENT,Clerk#000000435,0,furiously ironic theodolites sleep flu
table,orders,T,18593,1220,O,248768.17,1995-09-23,2-HIGH,Clerk#000000168,0,accounts around the packages wake furiously pinto beans. furiously regular 
table,orders,T,18594,1111,O,145464.32,1997-12-15,1-URGENT,Clerk#000000849,0,blithely silent ideas 
table,orders,T,18595,94,F,156991.55,1994-02-01,1-URGENT,Clerk#000000226,0,blithely even ideas are carefully pend
table,orders,T,18596,854,F,218727.09,1992-10-03,5-LOW,Clerk#000000800,0,slyly final deposits 
table,orders,T,18597,1430,F,275195.35,1993-09-27,3-MEDIUM,Clerk#000000477,0,regular, ironic depos
table,orders,T,18598,299,F,147055.29,1993-08-07,1-URGENT,Clerk#000000639,0,foxes engage. packages thrash slyly along the
table,orders,T,18599,634,F,151331.08,1994-03-22,2-HIGH,Clerk#000000500,0,slyly unusual requests cajol
table,orders,T,18624,950,O,233705.62,1995-07-27,2-HIGH,Clerk#000000104,0,slyly final platelets are carefully. express courts wake slyly
table,orders,T,18625,1489,F,283425.83,1992-01-06,1-URGENT,Clerk#000000512,0,special accounts affix alongside of the furi
table,orders,T,18626,1355,F,140536.64,1994-02-18,1-URGENT,Clerk#000000933,0,furiously pending accounts alongside of the furiously final pl
table,orders,T,18627,1316,F,145210.54,1993-12-21,3-MEDIUM,Clerk#000000782,0,special foxes about the quickly even deposits detec
table,orders,T,18628,442,F,30634.17,1992-08-24,3-MEDIUM,Clerk#000000247,0,final accounts above the evenly regular multipliers bo
table,orders,T,18629,1042,F,154273.04,1994-10-31,3-MEDIUM,Clerk#000000505,0,pending accounts use ca
table,orders,T,18630,1453,O,42639.85,1997-12-09,4-NOT SPECIFIED,Clerk#000000089,0,quickly even deposits along the packages 
table,orders,T,18631,148,O,23231.22,1995-09-15,3-MEDIUM,Clerk#000000483,0,furiously regular pinto beans boost blithely among 
table,orders,T,18656,296,O,102848.18,1998-07-13,5-LOW,Clerk#000000863,0,furiously even deposits haggle furiously about the blithely bold 
table,orders,T,18657,529,O,224908.63,1997-02-15,4-NOT SPECIFIED,Clerk#000000082,0,carefully pending excuses against the special sautern
table,orders,T,18658,934,O,221743.18,1997-05-06,5-LOW,Clerk#000000328,0,quickly express platelets alongside of the carefully i
table,orders,T,18659,352,O,162253.22,1996-02-17,2-HIGH,Clerk#000000682,0,slyly regular asymptotes nag slyly. furiously bold ideas kindle c
table,orders,T,18660,683,O,261926.68,1998-02-06,1-URGENT,Clerk#000000483,0,deposits wake carefully above the depo
table,orders,T,18661,1424,F,15962.42,1992-09-09,5-LOW,Clerk#000000712,0,furiously unusual courts cajole. regular, ironic fox
table,orders,T,18662,838,O,40860.98,1996-04-09,3-MEDIUM,Clerk#000000351,0,special asymptotes det
table,orders,T,18663,163,O,234901.85,1995-07-16,4-NOT SPECIFIED,Clerk#000000101,0,quickly regular asymptotes w
table,orders,T,18688,1343,P,273024.36,1995-03-06,4-NOT SPECIFIED,Clerk#000000065,0,never final instructions through the instructions haggle b
table,orders,T,18689,1010,F,259954.42,1994-12-25,4-NOT SPECIFIED,Clerk#000000813,0,deposits affix blithely past 
table,orders,T,18690,1337,O,267388.26,1997-09-30,4-NOT SPECIFIED,Clerk#000000048,0,regular instructions haggle; ruthless requests haggle quickly
table,orders,T,18691,664,O,182946.91,1996-12-14,5-LOW,Clerk#000000013,0,theodolites wake about the regular excuses. carefull
table,orders,T,18692,505,O,120549.56,1996-06-06,4-NOT SPECIFIED,Clerk#000000581,0,deposits cajole furiously slyly regular ideas. fluffily special 
table,orders,T,18693,898,O,189452.56,1996-07-27,4-NOT SPECIFIED,Clerk#000000210,0,slyly bold ideas sleep slyly. express, special pinto beans nag slyly a
table,orders,T,18694,283,O,74012.94,1998-05-18,5-LOW,Clerk#000000763,0,furiously final excuses after the ideas wake bli
table,orders,T,18695,161,O,81704.64,1996-10-05,5-LOW,Clerk#000000390,0,furiously pending instru
table,orders,T,18720,598,O,303231.42,1996-03-03,2-HIGH,Clerk#000000122,0,requests alongside o
table,orders,T,18721,578,F,11067.59,1993-06-13,1-URGENT,Clerk#000000302,0,quickly brave foxes slee
table,orders,T,18722,785,F,87209.74,1993-07-17,4-NOT SPECIFIED,Clerk#000000692,0,special, pending dolphins wake slyly alongside of
table,orders,T,18723,451,F,191908.50,1994-08-13,3-MEDIUM,Clerk#000000526,0,carefully ironic instructions use slyly regular req
table,orders,T,18724,536,F,95300.95,1993-02-09,3-MEDIUM,Clerk#000000938,0,ironic deposits after the stealthy, regular accounts ar
table,orders,T,18725,5,F,114060.99,1992-11-22,2-HIGH,Clerk#000000569,0,final, unusual requests are after the packages. blithely quick re
table,orders,T,18726,1330,F,202558.45,1994-09-29,1-URGENT,Clerk#000000666,0,quiet packages wake furiously. final pinto beans
table,orders,T,18727,745,O,104750.18,1997-02-07,4-NOT SPECIFIED,Clerk#000000703,0,ironic, regular theodolites haggle some
table,orders,T,18752,1468,O,23238.24,1995-04-22,1-URGENT,Clerk#000000936,0,final, unusual ideas wake about the
table,orders,T,18753,175,F,217837.16,1994-08-01,3-MEDIUM,Clerk#000000119,0,ironically thin accounts sleep finall
table,orders,T,18754,979,F,247120.22,1994-09-26,4-NOT SPECIFIED,Clerk#000000362,0,packages use furiously. furiously special packages are
table,orders,T,18755,16,O,114969.72,1997-02-15,3-MEDIUM,Clerk#000000704,0,furiously ironic dependencies nod quickly. accounts haggle. slyly regular
table,orders,T,18756,1483,F,11776.97,1992-04-04,2-HIGH,Clerk#000000835,0,deposits use quickly furiously reg
table,orders,T,18757,161,F,151378.53,1992-05-23,5-LOW,Clerk#000000145,0,furiously special requests sleep blithely after the ruthless requests. i
table,orders,T,18758,1405,F,109926.11,1993-04-21,4-NOT SPECIFIED,Clerk#000000178,0,final ideas hang. slyly unusual packages doze a
table,orders,T,18759,1076,O,21360.32,1996-05-21,1-URGENT,Clerk#000000704,0,theodolites wake quick
table,orders,T,18784,1303,F,58551.30,1992-08-10,5-LOW,Clerk#000000837,0,excuses x-ray blithely. carefully ironic requests haggle about 
table,orders,T,18785,853,F,101575.11,1994-07-04,2-HIGH,Clerk#000000719,0,ironic, unusual accounts are against the r
table,orders,T,18786,1378,O,218860.29,1997-04-03,5-LOW,Clerk#000000557,0,final instructions are thinly. fluffily speci
table,orders,T,18787,731,F,140395.66,1994-10-18,5-LOW,Clerk#000000704,0,carefully final deposits about the blithely ironic deposits a
table,orders,T,18788,1457,F,162530.39,1994-10-03,4-NOT SPECIFIED,Clerk#000000184,0,carefully express pinto beans across the quickly final foxes a
table,orders,T,18789,742,P,252777.51,1995-03-17,2-HIGH,Clerk#000000395,0,blithely special pinto beans x-ray carefully after
table,orders,T,18790,23,F,72860.79,1994-02-12,2-HIGH,Clerk#000000274,0,furiously special theodolites alongside of the foxes haggle carefully b
table,orders,T,18791,1130,F,37743.26,1993-09-03,2-HIGH,Clerk#000000288,0,carefully even packages cajole across the careful instructions. fo
table,orders,T,18816,289,F,262485.42,1994-02-25,1-URGENT,Clerk#000000157,0,silent theodolites 
table,orders,T,18817,905,O,134213.68,1996-11-13,5-LOW,Clerk#000000199,0,slyly ironic foxes hinder slyly after the express requests. ex
table,orders,T,18818,1235,O,87076.54,1997-09-09,2-HIGH,Clerk#000000621,0,carefully unusual ideas nag furiously. special, unusual t
table,orders,T,18819,244,F,320533.24,1994-02-26,5-LOW,Clerk#000000325,0,final instructions wake
table,orders,T,18820,1016,F,168451.41,1995-02-12,3-MEDIUM,Clerk#000000329,0,furiously bold instructions integrate above the blithely f
table,orders,T,18821,512,O,208491.40,1996-02-24,2-HIGH,Clerk#000000331,0,special foxes haggle alongside of the quickly bold packages. final deposits 
table,orders,T,18822,65,F,155357.92,1993-12-22,5-LOW,Clerk#000000118,0,fluffy, daring excuses use quickly according to the requests. unusual pac
table,orders,T,18823,1244,F,58219.49,1992-10-07,5-LOW,Clerk#000000494,0,slyly ironic packages are. regular, final dept
table,orders,T,18848,632,O,123886.57,1998-03-30,2-HIGH,Clerk#000000530,0,express ideas along the quickly final accounts are carefully slyly final g
table,orders,T,18849,1264,F,181140.10,1992-08-06,2-HIGH,Clerk#000000809,0,slyly express accounts after the regular packages nag furiously about the busy
table,orders,T,18850,1129,F,182945.90,1993-05-28,4-NOT SPECIFIED,Clerk#000000912,0,carefully final accounts haggle around the accounts. busily final theo
table,orders,T,18851,1223,F,177122.50,1992-12-17,1-URGENT,Clerk#000000515,0,furiously express pearls boost fluffily. carefully regular idea
table,orders,T,18852,1024,O,110322.38,1995-09-20,2-HIGH,Clerk#000000569,0,final packages according to the sl
table,orders,T,18853,946,F,187270.44,1993-01-18,1-URGENT,Clerk#000000046,0,blithely unusual platelets cajole furiously. blithely bold foxes 
table,orders,T,18854,520,O,96911.02,1997-03-22,4-NOT SPECIFIED,Clerk#000000577,0,furiously final pinto beans boost carefully carefully i
table,orders,T,18855,287,F,215764.36,1994-09-16,2-HIGH,Clerk#000000430,0,carefully even dependencies sleep slyl
table,orders,T,18880,1300,F,172408.37,1994-10-25,4-NOT SPECIFIED,Clerk#000000470,0,furiously bold packages use. blithely bold pint
table,orders,T,18881,1286,O,150716.15,1998-03-25,1-URGENT,Clerk#000000620,0,carefully dogged deposits cajole. slyly final requests wake q
table,orders,T,18882,307,O,221263.83,1998-01-17,2-HIGH,Clerk#000000145,0,bold ideas use thinly against the silently final accounts. sl
table,orders,T,18883,1148,O,95902.50,1996-07-06,5-LOW,Clerk#000000889,0,daring, ironic deposits boo
table,orders,T,18884,719,O,199773.68,1995-06-25,4-NOT SPECIFIED,Clerk#000000509,0,regular requests unwind. bold 
table,orders,T,18885,1237,O,290930.91,1998-05-24,5-LOW,Clerk#000000792,0,ironic accounts above the regular, ev
table,orders,T,18886,184,F,222195.84,1992-01-28,3-MEDIUM,Clerk#000000672,0,blithely pending packages are blithely foxes. reque
table,orders,T,18887,211,F,126391.97,1993-12-06,4-NOT SPECIFIED,Clerk#000000155,0,even requests run b
table,orders,T,18912,1156,O,175035.14,1997-05-21,1-URGENT,Clerk#000000513,0,requests affix carefully after
table,orders,T,18913,1028,O,157183.44,1998-06-12,3-MEDIUM,Clerk#000000467,0,thin epitaphs nag carefully. pa
table,orders,T,18914,155,F,23360.96,1993-09-26,3-MEDIUM,Clerk#000000464,0,ironic, unusual foxes integrate fluffily after the express wart
table,orders,T,18915,250,F,1068.25,1994-02-18,1-URGENT,Clerk#000000107,0,slyly even excuses print carefully slyly express re
table,orders,T,18916,1366,O,96118.49,1996-01-13,2-HIGH,Clerk#000000267,0,special accounts sleep evenly. carefully regular request
table,orders,T,18917,892,F,34232.10,1992-05-04,1-URGENT,Clerk#000000427,0,carefully special accounts haggle. spec
table,orders,T,18918,439,F,48426.44,1992-10-28,4-NOT SPECIFIED,Clerk#000000766,0,slyly regular deposits are slyly above the deposits. carefully ironic pin
table,orders,T,18919,361,F,41666.42,1994-06-29,5-LOW,Clerk#000000746,0,blithely express requests boost closely. furiously regular depos
table,orders,T,18944,523,O,175577.85,1996-10-28,2-HIGH,Clerk#000000237,0,tithes are fluffily regular frets. regular requests according to the blithely 
table,orders,T,18945,577,F,212917.58,1994-01-18,3-MEDIUM,Clerk#000000835,0,ironic, stealthy accounts promise carefully. blithely silent ideas cajole sl
table,orders,T,18946,748,F,51006.08,1993-05-05,1-URGENT,Clerk#000000480,0,blithely regular decoys cajole someti
table,orders,T,18947,1252,O,149287.22,1997-07-13,2-HIGH,Clerk#000000113,0,furiously ironic accounts after the packages wake about the carefully ironic 
table,orders,T,18948,1348,O,140034.89,1996-09-02,4-NOT SPECIFIED,Clerk#000000729,0,special, special accounts after the special theodo
table,orders,T,18949,892,O,244212.94,1998-03-05,4-NOT SPECIFIED,Clerk#000000341,0,slyly ironic instructions engage beside the pending, special inst
table,orders,T,18950,1190,F,35602.60,1992-02-28,5-LOW,Clerk#000000847,0,blithely final requests sleep slyly. requests haggle fluffi
table,orders,T,18951,1201,O,156690.18,1995-06-30,1-URGENT,Clerk#000000117,0,furiously regular deposits integrate slyly
table,orders,T,18976,1415,O,126476.16,1996-07-09,4-NOT SPECIFIED,Clerk#000000593,0,furiously silent requests doubt. blithely unusual pinto beans detect! 
table,orders,T,18977,661,O,151224.89,1997-11-29,2-HIGH,Clerk#000000288,0,bold accounts wake along the slyly final ideas
table,orders,T,18978,1478,F,126832.22,1992-08-23,5-LOW,Clerk#000000320,0,quickly special Tiresias are asymptotes. blithe accounts cajole along the
table,orders,T,18979,412,O,258527.26,1998-05-16,1-URGENT,Clerk#000000530,0,furiously even pinto beans are. carefully bold pac
table,orders,T,18980,622,F,222618.51,1993-04-16,5-LOW,Clerk#000000008,0,final pains sleep. iron
table,orders,T,18981,766,O,133086.44,1996-01-25,4-NOT SPECIFIED,Clerk#000000097,0,courts wake slyly permanent packages! regular ideas detect q
table,orders,T,18982,961,O,88538.07,1998-03-16,3-MEDIUM,Clerk#000000734,0,silent, pending requests use.
table,orders,T,18983,742,F,11195.00,1992-08-01,1-URGENT,Clerk#000000946,0,blithely silent instructions haggle slyly regular reques
table,orders,T,19008,1456,O,26079.38,1996-12-01,3-MEDIUM,Clerk#000000835,0,carefully final theodolit
table,orders,T,19009,991,F,2164.57,1992-03-28,1-URGENT,Clerk#000000892,0,blithely regular forges cajole according to the slyly regular 
table,orders,T,19010,1115,F,261464.24,1994-06-08,5-LOW,Clerk#000000872,0,fluffily stealthy courts
table,orders,T,19011,1204,O,71875.00,1997-01-27,3-MEDIUM,Clerk#000000711,0,furiously even gifts after
table,orders,T,19012,1261,F,60470.79,1993-02-25,5-LOW,Clerk#000000691,0,carefully regular requests against the fluf
table,orders,T,19013,1216,O,19954.18,1997-10-11,2-HIGH,Clerk#000000302,0,ironic packages cajole slyly. regular pinto beans nag above the deposits. 
table,orders,T,19014,1046,O,227351.00,1997-09-23,5-LOW,Clerk#000000340,0,fluffily bold deposits boost blithely fluffily regular courts. pending, reg
table,orders,T,19015,751,O,116378.46,1998-01-21,2-HIGH,Clerk#000000346,0,regular requests run blithely alongside of the fur
table,orders,T,19040,298,O,222139.06,1995-12-20,2-HIGH,Clerk#000000249,0,accounts haggle quickly about the closely bold deposits. ironic excuse
table,orders,T,19041,994,O,232083.55,1995-07-27,5-LOW,Clerk#000000289,0,blithely final accounts boost slyly among the blithely special cou
table,orders,T,19042,520,F,277272.83,1994-03-02,1-URGENT,Clerk#000000014,0,slyly silent deposits
table,orders,T,19043,622,O,40149.03,1995-12-22,3-MEDIUM,Clerk#000000119,0,final, pending packages are slyl
table,orders,T,19044,29,F,180042.57,1992-04-12,5-LOW,Clerk#000000134,0,blithely quick accounts among the carefully
table,orders,T,19045,1006,P,149646.83,1995-05-22,2-HIGH,Clerk#000000793,0,furiously regular accounts boost along the carefully regular theodolites. unu
table,orders,T,19046,298,F,75609.39,1993-04-05,2-HIGH,Clerk#000000401,0,quickly even deposits against the furiously bo
table,orders,T,19047,574,F,225487.69,1994-01-29,2-HIGH,Clerk#000000036,0,slyly even packages use. blithely unusual frays are slyly. bli
table,orders,T,19072,1018,O,148650.74,1997-11-07,1-URGENT,Clerk#000000680,0,quickly final pinto 
table,orders,T,19073,256,F,215415.88,1994-06-25,4-NOT SPECIFIED,Clerk#000000868,0,carefully even deposits across the fluffily express pinto beans sleep alon
table,orders,T,19074,1462,F,121851.72,1992-06-26,1-URGENT,Clerk#000000245,0,regular theodolites wake within the carefully silent pinto beans. bold theod
table,orders,T,19075,1282,F,186963.74,1994-09-27,1-URGENT,Clerk#000000905,0,dependencies serve fluffily.
table,orders,T,19076,1318,O,81101.27,1997-01-02,5-LOW,Clerk#000000885,0,slyly ironic theodolites wake silently carefully express packages; fluf
table,orders,T,19077,1162,O,139571.09,1996-01-08,4-NOT SPECIFIED,Clerk#000000654,0,slyly ironic foxes believe slyly slyly expr
table,orders,T,19078,1231,F,116129.80,1994-07-28,1-URGENT,Clerk#000000357,0,pinto beans about the pen
table,orders,T,19079,1033,O,123386.05,1998-03-19,5-LOW,Clerk#000000395,0,slyly final instructions haggle fu
table,orders,T,19104,1148,F,134634.08,1993-08-11,2-HIGH,Clerk#000000703,0,finally final instructions are slyly even, regular orbits. even, ironi
table,orders,T,19105,841,F,130263.74,1994-10-29,2-HIGH,Clerk#000000727,0,close ideas haggle: quickly even dolphins affix. carefully careful sauter
table,orders,T,19106,1375,P,40929.29,1995-04-04,4-NOT SPECIFIED,Clerk#000001000,0,carefully final foxes play furiously. final depths haggle carefully carefully 
table,orders,T,19107,55,O,113059.91,1997-07-06,4-NOT SPECIFIED,Clerk#000000252,0,platelets boost fluffily. furiously regular requests cajole slyly. blithely
table,orders,T,19108,728,O,136321.74,1995-10-25,1-URGENT,Clerk#000000360,0,slyly ironic packages sleep sometimes. grouches ca
table,orders,T,19109,200,F,18434.34,1992-09-01,1-URGENT,Clerk#000000798,0,stealthy theodolites thrash carefully silent f
table,orders,T,19110,1225,O,78323.05,1996-06-13,1-URGENT,Clerk#000000368,0,bold requests nag. packages n
table,orders,T,19111,664,F,281086.55,1994-10-05,5-LOW,Clerk#000000410,0,carefully pending requests detect carefully about the ca
table,orders,T,19136,691,F,24810.87,1993-08-05,4-NOT SPECIFIED,Clerk#000000151,0,special instructions nag blithely blithely f
table,orders,T,19137,646,O,91374.21,1995-08-31,1-URGENT,Clerk#000000569,0,quickly even packages nag: blithely regular ideas are 
table,orders,T,19138,1231,O,173183.28,1995-09-06,5-LOW,Clerk#000000992,0,bold dugouts boost above the express, regular accounts
table,orders,T,19139,1066,F,190191.87,1993-12-04,4-NOT SPECIFIED,Clerk#000000748,0,regular deposits across the 
