metadata,nomenc,nomenc name,nom-item,nom-item code,desc,desc lang
metadata,nomenc,Agency,nom-item,EUROPOL,Uffiċċju Ewropew tal-Pulizija (EUROPOL),mt
metadata,nomenc,Agency,nom-item,EUROPOL,Europese Politiedienst (Europol),nl
metadata,nomenc,Agency,nom-item,EUROPOL,Europejski Urząd Policji (EUROPOL),pl
metadata,nomenc,Agency,nom-item,EUROPOL,Serviço Europeu de Polícia (Europol),pt
metadata,nomenc,Agency,nom-item,EUROPOL,Oficiul European de Poliție (EUROPOL),ro
metadata,nomenc,Agency,nom-item,EUROPOL,Európska policajný úrad (EUROPOL),sk
metadata,nomenc,Agency,nom-item,EUROPOL,Evropski policijski urad (EUROPOL),sl
metadata,nomenc,Agency,nom-item,EUROPOL,Europeiska polisbyrån (Europol),sv
metadata,nomenc,Agency,nom-item,FCH,Fuel Cells and Hydrogen Joint Undertaking (FCH),en
metadata,nomenc,Agency,nom-item,FCH,Entreprise commune «Piles à combustible et Hydrogène»  (PCH),fr
metadata,nomenc,Agency,nom-item,FCH,Съвместно предприятие „Горивни клетки и водород“ (ГКВ),bg
metadata,nomenc,Agency,nom-item,FCH,Společný podnik pro palivové články a vodík,cs
metadata,nomenc,Agency,nom-item,FCH,Fællesforetagendet for brændselsceller og brint,da
metadata,nomenc,Agency,nom-item,FCH,Gemeinsames Unternehmen Brennstoffzellen und Wasserstoff (FCH),de
metadata,nomenc,Agency,nom-item,FCH,Κοινή επιχείρηση «Κυψέλες καυσίμου και υδρογόνο» (FCH),el
metadata,nomenc,Agency,nom-item,FCH,Empresa Común «Pilas de Combustible e Hidrógeno»,es
metadata,nomenc,Agency,nom-item,FCH,Kütuseelementide ja vesiniku valdkonna ühisettevõte (FCH),et
metadata,nomenc,Agency,nom-item,FCH,Polttokenno- ja vety-yhteisyritys (FCH),fi
metadata,nomenc,Agency,nom-item,FCH,Zajedničko poduzeće ENIAC,hr
metadata,nomenc,Agency,nom-item,FCH,Üzemanyagcella- és Hidrogéntechnológiai (FCH) Közös Vállalkozás,hu
metadata,nomenc,Agency,nom-item,FCH,Impresa comune Celle a combustibile e idrogeno (FCH),it
metadata,nomenc,Agency,nom-item,FCH,Kuro elementų ir vandenilio (KEV) bendroji įmonė,lt
metadata,nomenc,Agency,nom-item,FCH,Kopuzņēmums “Kurināmā elementi un ūdeņradis” (FCH),lv
metadata,nomenc,Agency,nom-item,FCH,Impriża Konġunta taċ-Ċelloli tal-Fjuwil u l-Idroġenu (FCH),mt
metadata,nomenc,Agency,nom-item,FCH,Gemeenschappelijke Onderneming brandstofcellen en waterstof (FCH),nl
metadata,nomenc,Agency,nom-item,FCH,Wspólne przedsiębiorstwo na rzecz technologii ogniw paliwowych i technologii wodorowych (FCH),pl
metadata,nomenc,Agency,nom-item,FCH,Empresa Comum Pilhas de Combustível e Hidrogénio (PCH),pt
metadata,nomenc,Agency,nom-item,FCH,Întreprinderea comună „Pile de combustie și hidrogen” (PCH),ro
metadata,nomenc,Agency,nom-item,FCH,Spoločný podnik pre palivové články a vodík (FCH),sk
metadata,nomenc,Agency,nom-item,FCH,Skupno podjetje za gorivne celice in vodik (GCV),sl
metadata,nomenc,Agency,nom-item,FCH,Det gemensamma företaget för bränsleceller och vätgas (FCH),sv
metadata,nomenc,Agency,nom-item,FRA,European Union Agency for Fundamental Rights (FRA),en
metadata,nomenc,Agency,nom-item,FRA,Agence des droits fondamentaux de l’Union européenne (FRA),fr
metadata,nomenc,Agency,nom-item,FRA,Агенция на Европейския съюз за основните права (FRA),bg
metadata,nomenc,Agency,nom-item,FRA,Agentura Evropské unie pro základní práva (FRA),cs
metadata,nomenc,Agency,nom-item,FRA,Den Europæiske Unions Agentur for Grundlæggende Rettigheder,da
metadata,nomenc,Agency,nom-item,FRA,Agentur der Europäischen Union für Grundrechte (FRA),de
metadata,nomenc,Agency,nom-item,FRA,Οργανισμός Θεμελιωδών Δικαιωμάτων της Ευρωπαϊκής Ένωσης (FRA),el
metadata,nomenc,Agency,nom-item,FRA,Agencia de los Derechos Fundamentales de la Unión Europea (FRA) ,es
metadata,nomenc,Agency,nom-item,FRA,Euroopa Liidu Põhiõiguste Amet (FRA),et
metadata,nomenc,Agency,nom-item,FRA,Euroopan unionin perusoikeusvirasto (FRA),fi
metadata,nomenc,Agency,nom-item,FRA,Europska agencija za sigurnost mreža i podataka (ENISA),hr
metadata,nomenc,Agency,nom-item,FRA,Az Európai Unió Alapjogi Ügynöksége (FRA),hu
metadata,nomenc,Agency,nom-item,FRA,Agenzia dell’Unione europea per i diritti fondamentali ,it
metadata,nomenc,Agency,nom-item,FRA,Europos Sąjungos pagrindinių teisių agentūra (FRA),lt
metadata,nomenc,Agency,nom-item,FRA,Eiropas Savienības Pamattiesību aģentūra (FRA),lv
metadata,nomenc,Agency,nom-item,FRA,Aġenzija tal-Unjoni Ewropea għad-Drittijiet Fundamentali (FRA),mt
metadata,nomenc,Agency,nom-item,FRA,Bureau van de Europese Unie voor de grondrechten (FRA),nl
metadata,nomenc,Agency,nom-item,FRA,Agencja Praw Podstawowych Unii Europejskiej (FRA),pl
metadata,nomenc,Agency,nom-item,FRA,Agência dos Direitos Fundamentais da União Europeia (FRA),pt
metadata,nomenc,Agency,nom-item,FRA,Agenția pentru Drepturi Fundamentale a Uniunii Europene (FRA),ro
metadata,nomenc,Agency,nom-item,FRA,Agentúra Európskej únie pre základné práva (FRA),sk
metadata,nomenc,Agency,nom-item,FRA,Agencija Evropske unije za temeljne pravice (FRA),sl
metadata,nomenc,Agency,nom-item,FRA,Europeiska unionens byrå för grundläggande rättigheter (FRA),sv
metadata,nomenc,Agency,nom-item,FRONTEX,European Agency for the Management of Operational Cooperation at the External Borders (FRONTEX),en
metadata,nomenc,Agency,nom-item,FRONTEX,Agence européenne pour la gestion de la coopération opérationnelle aux frontières extérieures (Frontex),fr
metadata,nomenc,Agency,nom-item,FRONTEX,Европейска агенция за управление на оперативното сътрудничество по външните граници (FRONTEX),bg
metadata,nomenc,Agency,nom-item,FRONTEX,Evropská agentura pro řízení operativní spolupráce na vnějších hranicích (Frontex),cs
metadata,nomenc,Agency,nom-item,FRONTEX,Det Europæiske Agentur for Forvaltning af det Operative Samarbejde ved EU-medlemsstaternes Ydre Grænser,da
metadata,nomenc,Agency,nom-item,FRONTEX,Europäische Agentur für die operative Zusammenarbeit an den Außengrenzen (Frontex),de
metadata,nomenc,Agency,nom-item,FRONTEX,Ευρωπαϊκός Οργανισμός για τη Διαχείριση της Επιχειρησιακής Συνεργασίας στα Εξωτερικά Σύνορα των Κρατών Μελών (Frontex),el
metadata,nomenc,Agency,nom-item,FRONTEX,Agencia Europea para la Gestión de la Cooperación Operativa en las Fronteras Exteriores (FRONTEX),es
metadata,nomenc,Agency,nom-item,FRONTEX,Euroopa Liidu Välispiiril Tehtava Operatiivkoostöö Juhtimise Euroopa Agentuur (FRONTEX),et
metadata,nomenc,Agency,nom-item,FRONTEX,Euroopan unionin jäsenvaltioiden operatiivisesta ulkorajayhteistyöstä huolehtiva virasto (Frontex),fi
metadata,nomenc,Agency,nom-item,FRONTEX,Europska agencija za željeznice (ERA),hr
metadata,nomenc,Agency,nom-item,FRONTEX,Az Európai Unió Tagállamai Külső Határain Való Operatív Együttműködési Igazgatásért Felelős Európai Ügynökség (FRONTEX),hu
metadata,nomenc,Agency,nom-item,FRONTEX,Agenzia europea per la gestione della cooperazione operativa alle frontiere esterne (FRONTEX),it
metadata,nomenc,Agency,nom-item,FRONTEX,Europos operatyvaus bendradarbiavimo prie Europos Sąjungos valstybių narių išorės sienų valdymo agentūra (FRONTEX),lt
metadata,nomenc,Agency,nom-item,FRONTEX,Eiropas Aģentūra operatīvās sadarbības vadībai pie Eiropas Savienības dalībvalstu ārējām robežām (FRONTEX),lv
metadata,nomenc,Agency,nom-item,FRONTEX,Aġenzija Ewropea għall-Ġestjoni ta' Koperazzjoni Operazzjonali fil-Fruntieri Esterni (FRONTEX),mt
metadata,nomenc,Agency,nom-item,FRONTEX,Europees Agentschap voor het beheer van de operationele samenwerking aan de buitengrenzen (Frontex),nl
metadata,nomenc,Agency,nom-item,FRONTEX,Europejska Agencja Zarządzania Współpracą Operacyjną na Zewnętrznych Granicach Państw Członkowskich Unii Europejskiej (FRONTEX),pl
metadata,nomenc,Agency,nom-item,FRONTEX,Agência Europeia de Gestão da Cooperação Operacional nas Fronteiras Externas dos Estados-Membros da União Europeia (Frontex),pt
metadata,nomenc,Agency,nom-item,FRONTEX,Agenția Europeană pentru Gestionarea Cooperării Operative la Frontierele Externe (FRONTEX),ro
metadata,nomenc,Agency,nom-item,FRONTEX,Európska agentúra pre riadenie operačnej spolupráce na vonkajších hraniciach členských štátov Európskej únie (FRONTEX),sk
metadata,nomenc,Agency,nom-item,FRONTEX,Evropska agencija za upravljanje in operativno sodelovanje na zunanjih mejah (Frontex),sl
metadata,nomenc,Agency,nom-item,FRONTEX,Europeiska byrån för förvaltning av det operativa samarbetet vid de yttre gränserna (Frontex),sv
metadata,nomenc,Agency,nom-item,EIGE,European Institute for Gender Equality (EIGE),en
metadata,nomenc,Agency,nom-item,EIGE,Institut européen pour l’égalité entre les hommes et les femmes (EIGE),fr
metadata,nomenc,Agency,nom-item,EIGE,Европейски институт за равенство между половете (EIGE),bg
metadata,nomenc,Agency,nom-item,EIGE,Evropský institut pro rovnost žen a mužů,cs
metadata,nomenc,Agency,nom-item,EIGE,Det Europæiske Institut for Ligestilling mellem Mænd og Kvinder,da
metadata,nomenc,Agency,nom-item,EIGE,Europäisches Institut für Gleichstellungsfragen (EIGE),de
metadata,nomenc,Agency,nom-item,EIGE,Ευρωπαϊκό Ινστιτούτο για την Ισότητα των Φύλων (EIGE),el
metadata,nomenc,Agency,nom-item,EIGE,Instituto Europeo de la Igualdad de Género (EIGE),es
metadata,nomenc,Agency,nom-item,EIGE,Euroopa Soolise Võrdõiguslikkuse Instituut (EIGE),et
metadata,nomenc,Agency,nom-item,EIGE,Euroopan tasa-arvoinstituutti (EIGE),fi
metadata,nomenc,Agency,nom-item,EIGE,Izvršna agencija Europskog istraživačkog vijeća (ERCEA),hr
metadata,nomenc,Agency,nom-item,EIGE,Nemek Közötti Egyenlőség Európai Intézete,hu
metadata,nomenc,Agency,nom-item,EIGE,Istituto europeo per l’uguaglianza di genere ,it
metadata,nomenc,Agency,nom-item,EIGE,Europos lyčių lygybės institutas (EIGE),lt
metadata,nomenc,Agency,nom-item,EIGE,Eiropas Dzimumu līdztiesības institūts (EIGE),lv
metadata,nomenc,Agency,nom-item,EIGE,Istitut Ewropew għall-Ugwaljanza bejn is-Sessi (EIGE),mt
metadata,nomenc,Agency,nom-item,EIGE,Europees Instituut voor gendergelijkheid (EIGE),nl
metadata,nomenc,Agency,nom-item,EIGE,Europejski Instytut ds. Równości Kobiet i Mężczyzn (EIGE),pl
metadata,nomenc,Agency,nom-item,EIGE,Instituto Europeu para a Igualdade de Género (EIGE),pt
metadata,nomenc,Agency,nom-item,EIGE,Institutul European pentru Egalitatea de Șanse între Femei și Bărbați (EIGE),ro
metadata,nomenc,Agency,nom-item,EIGE,Európsky inštitút pre rodovú rovnosť (EIGE),sk
metadata,nomenc,Agency,nom-item,EIGE,Evropski inštitut za enakost spolov,sl
metadata,nomenc,Agency,nom-item,EIGE,Europeiska jämställdhetsinstitutet (EIGE),sv
metadata,nomenc,Agency,nom-item,GSA,European GNSS Agency (GSA),en
metadata,nomenc,Agency,nom-item,GSA,Agence du GNSS européen (GSA),fr
metadata,nomenc,Agency,nom-item,GSA,Европейска агенция за ГНСС (GSA),bg
metadata,nomenc,Agency,nom-item,GSA,Agentura pro evropský GNSS (GSA),cs
metadata,nomenc,Agency,nom-item,GSA,Det Europæiske GNSS-Agentur (GSA),da
metadata,nomenc,Agency,nom-item,GSA,Agentur für das Europäische GNSS (GSA),de
metadata,nomenc,Agency,nom-item,GSA,Οργανισμός του Ευρωπαϊκού GNSS (GSA) ,el
metadata,nomenc,Agency,nom-item,GSA,Agencia del GNSS Europeo (GSA),es
metadata,nomenc,Agency,nom-item,GSA,Euroopa GNSSi Agentuur (GSA),et
metadata,nomenc,Agency,nom-item,GSA,Euroopan GNSS-virasto (GSA),fi
metadata,nomenc,Agency,nom-item,GSA,Europska zaklada za izobrazbu (ETF),hr
metadata,nomenc,Agency,nom-item,GSA,Európai GNSS Ügynökség (GSA),hu
metadata,nomenc,Agency,nom-item,GSA,Agenzia europea GNSS (GSA),it
metadata,nomenc,Agency,nom-item,GSA,Europos GNSS agentūra (GSA),lt
metadata,nomenc,Agency,nom-item,GSA,Eiropas GNSS aģentūra (GSA),lv
metadata,nomenc,Agency,nom-item,GSA,Aġenzija Ewropea GNSS (GSA),mt
metadata,nomenc,Agency,nom-item,GSA,Europees GNSS-Agentschap (GSA),nl
metadata,nomenc,Agency,nom-item,GSA,Agencja Europejskiego GNSS (GSA),pl
metadata,nomenc,Agency,nom-item,GSA,Agência do GNSS Europeu (GSA),pt
metadata,nomenc,Agency,nom-item,GSA,Agenția GNSS European (GSA),ro
metadata,nomenc,Agency,nom-item,GSA,Agentúra pre európsky GNSS (GSA),sk
metadata,nomenc,Agency,nom-item,GSA,Agencija za evropski GNSS (GSA),sl
metadata,nomenc,Agency,nom-item,GSA,Europeiska byrån för GNSS,sv
metadata,nomenc,Agency,nom-item,IMI,Innovative Medicines Initiative Joint Undertaking (IMI),en
metadata,nomenc,Agency,nom-item,IMI,Entreprise commune pour l'initiative en matière de médicaments innovants (IMI),fr
metadata,nomenc,Agency,nom-item,IMI,Съвместно предприятие на инициативата за иновативни лекарства (ИИЛ),bg
metadata,nomenc,Agency,nom-item,IMI,Společný podnik iniciativy pro inovativní léčiva (IIL),cs
metadata,nomenc,Agency,nom-item,IMI,Fællesforetagendet for initiativet vedrørende innovative lægemidler,da
metadata,nomenc,Agency,nom-item,IMI,Gemeinsames Unternehmen für innovative Arzneimittel (INI),de
metadata,nomenc,Agency,nom-item,IMI,Κοινή επιχείρηση της πρωτοβουλίας για τα καινοτόμα φάρμακα (ΠΚΦ),el
metadata,nomenc,Agency,nom-item,IMI,Empresa Común para la iniciativa sobre medicamentos innovadores (IMI),es
metadata,nomenc,Agency,nom-item,IMI,Innovatiivsete ravimite algatuse (IMI) ühisettevõte,et
metadata,nomenc,Agency,nom-item,IMI,IMI-yhteisyritys,fi
metadata,nomenc,Agency,nom-item,IMI,Europska agencija za sigurnost i zdravlje na radu (EU-OSHA),hr
metadata,nomenc,Agency,nom-item,IMI,Az innovatív gyógyszerek kutatására irányuló kezdeményezést megvalósító közös vállalkozás (IMI),hu
metadata,nomenc,Agency,nom-item,IMI,Impresa comune per l'iniziativa in materia di medicinali innovativi (IMI),it
metadata,nomenc,Agency,nom-item,IMI,Naujoviškų vaistų iniciatyvos bendroji įmonė (NVI),lt
metadata,nomenc,Agency,nom-item,IMI,Kopuzņēmums novatorisku zāļu jomā uzsāktās ierosmes īstenošanai (IMI),lv
metadata,nomenc,Agency,nom-item,IMI,Impriża Konġunta Inizjattiva dwar Mediċini Innovattivi (IMI),mt
metadata,nomenc,Agency,nom-item,IMI,Gemeenschappelijke onderneming voor het initiatief inzake innovatieve geneesmiddelen (IMI),nl
metadata,nomenc,Agency,nom-item,IMI,Wspólne Przedsiębiorstwo na rzecz Realizacji Wspólnej Inicjatywy Technologicznej w zakresie Leków Innowacyjnych (IMI),pl
metadata,nomenc,Agency,nom-item,IMI,Empresa Comum Iniciativa sobre medicamentos inovadores (IMI),pt
metadata,nomenc,Agency,nom-item,IMI,Întreprinderea comună pentru inițiativa privind medicamentele inovatoare (IMI),ro
metadata,nomenc,Agency,nom-item,IMI,Spoločný podnik pre iniciatívu pre inovačné lieky (IMI),sk
metadata,nomenc,Agency,nom-item,IMI,Skupno podjetje za izvajanje skupne tehnološke pobude za inovativna zdravila (IMI),sl
metadata,nomenc,Agency,nom-item,IMI,Det gemensamma företaget för Initiativet för innovativa läkemedel,sv
metadata,nomenc,Agency,nom-item,ITER,European Joint Undertaking for ITER - Fusion for Energy (F4E),en
metadata,nomenc,Agency,nom-item,ITER,Entreprise commune ITER — Fusion for Energy (F4E),fr
metadata,nomenc,Agency,nom-item,ITER,Европейско съвместно предприятие за ИТЕР — Ядрен синтез за енергия,bg
metadata,nomenc,Agency,nom-item,ITER,Společný evropský podnik pro ITER – Fusion for Energy (F4E),cs
metadata,nomenc,Agency,nom-item,ITER,Det Europæiske Fællesforetagende for ITER – Fusion for Energy,da
metadata,nomenc,Agency,nom-item,ITER,Europäisches Gemeinsames Unternehmen für den ITER – Fusion for Energy (F4E),de
metadata,nomenc,Agency,nom-item,ITER,Ευρωπαϊκή κοινή επιχείρηση για τον ITER - Σύντηξη για την παραγωγή ενέργειας,el
metadata,nomenc,Agency,nom-item,ITER,Empresa Común Europea para el ITER — Fusión para la energía,es
metadata,nomenc,Agency,nom-item,ITER,ITERi ja Tuumasünteesienergeetika Arendamise Euroopa Ühisettevõte ,et
metadata,nomenc,Agency,nom-item,ITER,Eurooppalainen ITER-yhteisyritys – Fusion for Energy ,fi
metadata,nomenc,Agency,nom-item,ITER,Europska zaklada za poboljšanje životnih i radnih uvjeta (EUROFOUND),hr
metadata,nomenc,Agency,nom-item,ITER,Fúziósenergia-fejlesztési és ITER Európai Közös Vállalkozás,hu
metadata,nomenc,Agency,nom-item,ITER,Impresa comune ITER - Fusione per l’energia ,it
metadata,nomenc,Agency,nom-item,ITER,Europos bendroji įmonė ITER — Branduolių sintezės energija,lt
metadata,nomenc,Agency,nom-item,ITER,ITER un kodolsintēzes enerģētikas attīstības vajadzībām izveidotais Eiropas kopuzņēmums,lv
metadata,nomenc,Agency,nom-item,ITER,Impriża Konġunta Ewropea għall-ITER - Fużjoni għall-Enerġija,mt
metadata,nomenc,Agency,nom-item,ITER,Europese gemeenschappelijke onderneming voor ITER - Fusie voor energie ,nl
metadata,nomenc,Agency,nom-item,ITER,Europejskie Wspólne Przedsięwzięcie na rzecz Realizacji Projektu ITER i Rozwoju Energii Termojądrowej ,pl
metadata,nomenc,Agency,nom-item,ITER,Empresa Comum Europeia para o ITER - Energia de Fusão ,pt
metadata,nomenc,Agency,nom-item,ITER,Întreprinderea comună europeană pentru ITER – Fuziune pentru energie ,ro
metadata,nomenc,Agency,nom-item,ITER,Európsky spoločný podnik pre ITER a rozvoj energie jadrovej syntézy – Fusion for Energy ,sk
metadata,nomenc,Agency,nom-item,ITER,Evropsko skupno podjetje za ITER – Fuzija za energijo,sl
metadata,nomenc,Agency,nom-item,ITER,Europeiska gemensamma företaget för Iter – Fusionsenergi,sv
metadata,nomenc,Agency,nom-item,OHIM,Office for Harmonisation in the Internal Market (OHIM),en
metadata,nomenc,Agency,nom-item,OHIM,Office de l'harmonisation dans le marché intérieur (marques, dessins et modèles) (OHMI),fr
metadata,nomenc,Agency,nom-item,OHIM,Служба за хармонизация във вътрешния пазар (OHIM),bg
metadata,nomenc,Agency,nom-item,OHIM,Úřad pro harmonizaci na vnitřním trhu (OHIM),cs
metadata,nomenc,Agency,nom-item,OHIM,Kontoret for Harmonisering i det Indre Marked (OHIM),da
metadata,nomenc,Agency,nom-item,OHIM,Harmonisierungsamt für den Binnenmarkt (OHIM),de
metadata,nomenc,Agency,nom-item,OHIM,Γραφείο Εναρμόνισης της Εσωτερικής Αγοράς (OHIM),el
metadata,nomenc,Agency,nom-item,OHIM,Oficina de Armonización del Mercado Interior (Marcas, Dibujos y Modelos) (OAMI),es
metadata,nomenc,Agency,nom-item,OHIM,Siseturu Ühtlustamise Amet (OHIM),et
metadata,nomenc,Agency,nom-item,OHIM,Sisämarkkinoiden harmonisointivirasto (tavaramerkit ja mallit) (SMVH),fi
metadata,nomenc,Agency,nom-item,OHIM,Europsko tijelo za jačanje pravosudne suradnje (EUROJUST),hr
metadata,nomenc,Agency,nom-item,OHIM,Belső Piaci Harmonizációs Hivatal (BPHH),hu
metadata,nomenc,Agency,nom-item,OHIM,Ufficio per l'armonizzazione nel mercato interno (UAMI),it
metadata,nomenc,Agency,nom-item,OHIM,Vidaus rinkos derinimo tarnyba (VRDT),lt
metadata,nomenc,Agency,nom-item,OHIM,Iekšējā tirgus saskaņošanas birojs (ITSB),lv
metadata,nomenc,Agency,nom-item,OHIM,Uffiċċju għall-Armonizzazzjoni fis-Suq Intern (UASI),mt
metadata,nomenc,Agency,nom-item,OHIM,Bureau voor harmonisatie binnen de interne markt (BHIM),nl
metadata,nomenc,Agency,nom-item,OHIM,Urząd Harmonizacji Rynku Wewnętrznego (OHIM),pl
metadata,nomenc,Agency,nom-item,OHIM,Instituto de Harmonização no Mercado Interno (marcas, desenhos e modelos) (OHIM),pt
metadata,nomenc,Agency,nom-item,OHIM,Oficiul pentru Armonizare în cadrul Pieței Interne (OAPI),ro
metadata,nomenc,Agency,nom-item,OHIM,Úrad pre harmonizáciu vnútorného trhu (OHIM),sk
metadata,nomenc,Agency,nom-item,OHIM,Urad za usklajevanje na notranjem trgu (UUNT),sl
metadata,nomenc,Agency,nom-item,OHIM,Kontoret för harmonisering i den inre marknaden (KHIM),sv
metadata,nomenc,Agency,nom-item,CPVO,Community Plant Variety Office (CPVO),en
metadata,nomenc,Agency,nom-item,CPVO,Office communautaire des variétés végétales (OCVV),fr
metadata,nomenc,Agency,nom-item,CPVO,Служба на Общността за сортовете растения (CPVO),bg
metadata,nomenc,Agency,nom-item,CPVO,Odrůdový úřad Společenství,cs
metadata,nomenc,Agency,nom-item,CPVO,EF-Sortsmyndigheden (CPVO),da
metadata,nomenc,Agency,nom-item,CPVO,Gemeinschaftliches Sortenamt (CPVO),de
metadata,nomenc,Agency,nom-item,CPVO,Κοινοτικό Γραφείο Φυτικών Ποικιλιών (CPVO),el
metadata,nomenc,Agency,nom-item,CPVO,Oficina Comunitaria de Variedades Vegetales (CPVO),es
metadata,nomenc,Agency,nom-item,CPVO,Ühenduse Sordiamet (CPVO),et
metadata,nomenc,Agency,nom-item,CPVO,Yhteisön kasvilajikevirasto (CPVO),fi
metadata,nomenc,Agency,nom-item,CPVO,Europski policijski ured (EUROPOL),hr
metadata,nomenc,Agency,nom-item,CPVO,Közösségi Növényfajta-hivatal (CPVO),hu
metadata,nomenc,Agency,nom-item,CPVO,Ufficio comunitario delle varietà vegetali (UCVV),it
metadata,nomenc,Agency,nom-item,CPVO,Bendrijos augalų veislių tarnyba (CPVO),lt
metadata,nomenc,Agency,nom-item,CPVO,Kopienas Augu šķirņu birojs (CPVO),lv
metadata,nomenc,Agency,nom-item,CPVO,Uffiċċju Komunitarju tal-Varjetajiet tal-Pjanti (CPVO),mt
metadata,nomenc,Agency,nom-item,CPVO,Communautair Bureau voor plantenrassen (CBP),nl
metadata,nomenc,Agency,nom-item,CPVO,Wspólnotowy Urząd Ochrony Odmian Roślin (CPVO),pl
metadata,nomenc,Agency,nom-item,CPVO,Instituto Comunitário das Variedades Vegetais (CPVO),pt
metadata,nomenc,Agency,nom-item,CPVO,Oficiul Comunitar pentru Soiuri de Plante (OCSP),ro
metadata,nomenc,Agency,nom-item,CPVO,Úrad Spoločenstva pre odrody rastlín (CPVO),sk
metadata,nomenc,Agency,nom-item,CPVO,Urad Skupnosti za rastlinske sorte (CPVO),sl
metadata,nomenc,Agency,nom-item,CPVO,Gemenskapens växtsortsmyndighet (CPVO),sv
metadata,nomenc,Agency,nom-item,REA,Research Executive Agency (REA),en
metadata,nomenc,Agency,nom-item,REA,Agence exécutive pour la recherche (REA),fr
metadata,nomenc,Agency,nom-item,REA,Изпълнителна агенция за научни изследвания (REA),bg
metadata,nomenc,Agency,nom-item,REA,Výkonná agentura pro výzkum (REA),cs
metadata,nomenc,Agency,nom-item,REA,Forvaltningsorganet for Forskning (REA),da
metadata,nomenc,Agency,nom-item,REA,Exekutivagentur für die Forschung (REA),de
metadata,nomenc,Agency,nom-item,REA,Εκτελεστικός Οργανισμός Έρευνας (ΕΟΕ),el
metadata,nomenc,Agency,nom-item,REA,Agencia Ejecutiva de Investigación (AEI),es
metadata,nomenc,Agency,nom-item,REA,Teadusuuringute Rakendusamet (REA),et
metadata,nomenc,Agency,nom-item,REA,Tutkimuksen toimeenpanovirasto (REA),fi
metadata,nomenc,Agency,nom-item,REA,Zajedničko poduzeće za gorivne ćelije i vodik (FCH),hr
metadata,nomenc,Agency,nom-item,REA,Kutatási Végrehajtó Ügynökség (REA),hu
metadata,nomenc,Agency,nom-item,REA,Agenzia esecutiva per la ricerca,it
metadata,nomenc,Agency,nom-item,REA,Mokslinių tyrimų vykdomoji įstaiga (REA),lt
metadata,nomenc,Agency,nom-item,REA,Pētniecības izpildaģentūra (REA),lv
metadata,nomenc,Agency,nom-item,REA,Aġenzija Eżekuttiva għar-Riċerka (REA),mt
metadata,nomenc,Agency,nom-item,REA,Uitvoerend Agentschap Onderzoek (REA),nl
metadata,nomenc,Agency,nom-item,REA,Agencja Wykonawcza ds. Badań Naukowych (REA),pl
metadata,nomenc,Agency,nom-item,REA,Agência de Execução para a Investigação (REA),pt
metadata,nomenc,Agency,nom-item,REA,Agenția Executivă pentru Cercetare (REA),ro
metadata,nomenc,Agency,nom-item,REA,Výkonná agentúra pre výskum (REA),sk
metadata,nomenc,Agency,nom-item,REA,Izvajalska agencija za raziskave (REA),sl
metadata,nomenc,Agency,nom-item,REA,Genomförandeorganet för forskning (REA),sv
metadata,nomenc,Agency,nom-item,SESAR,SESAR Joint Undertaking,en
metadata,nomenc,Agency,nom-item,SESAR,Entreprise commune SESAR,fr
metadata,nomenc,Agency,nom-item,SESAR,Съвместно предприятие SESAR,bg
metadata,nomenc,Agency,nom-item,SESAR,Společný podnik SESAR,cs
metadata,nomenc,Agency,nom-item,SESAR,SESAR-fællesforetagendet,da
metadata,nomenc,Agency,nom-item,SESAR,Gemeinsames Unternehmen SESAR,de
metadata,nomenc,Agency,nom-item,SESAR,Κοινή επιχείρηση SESAR,el
metadata,nomenc,Agency,nom-item,SESAR,Empresa Común SESAR,es
metadata,nomenc,Agency,nom-item,SESAR,Ühisettevõte SESAR,et
metadata,nomenc,Agency,nom-item,SESAR,SESAR-yhteisyritys,fi
metadata,nomenc,Agency,nom-item,SESAR,Agencija Europske unije za temeljna prava (FRA),hr
metadata,nomenc,Agency,nom-item,SESAR,SESAR Közös Vállalkozás,hu
metadata,nomenc,Agency,nom-item,SESAR,Impresa comune SESAR,it
metadata,nomenc,Agency,nom-item,SESAR,Bendroji įmonė SESAR,lt
metadata,nomenc,Agency,nom-item,SESAR,Kopuzņēmums „SESAR”,lv
metadata,nomenc,Agency,nom-item,SESAR,Impriża Konġunta SESAR,mt
metadata,nomenc,Agency,nom-item,SESAR,Gemeenschappelijke onderneming SESAR,nl
metadata,nomenc,Agency,nom-item,SESAR,Wspólne przedsięwzięcie SESAR,pl
metadata,nomenc,Agency,nom-item,SESAR,Empresa Comum SESAR ,pt
metadata,nomenc,Agency,nom-item,SESAR,Întreprinderea comună SESAR,ro
metadata,nomenc,Agency,nom-item,SESAR,Spoločný podnik SESAR,sk
metadata,nomenc,Agency,nom-item,SESAR,Skupno podjetje SESAR,sl
metadata,nomenc,Agency,nom-item,SESAR,Det gemensamma företaget Sesar,sv
metadata,nomenc,Agency,nom-item,TEN-T EA,Trans-European Transport Network Executive Agency (TEN-T EA),en
metadata,nomenc,Agency,nom-item,TEN-T EA,Agence exécutive du réseau transeuropéen de transport (TEN-T EA),fr
metadata,nomenc,Agency,nom-item,TEN-T EA,Изпълнителна агенция за трансевропейска транспортна мрежа (TEN-T EA),bg
metadata,nomenc,Agency,nom-item,TEN-T EA,Výkonná agentura pro transevropskou dopravní síť (TEN–TEA),cs
